title,author,edition_count,cover_url,book_url,publish_date,publisher,language,pages,subjects
Gai bian cong xin: 唐獎第二屆得主的故事,Fangju Xu,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL44530523W/Gai_bian_cong_xin?edition=key%3A/books/OL60808565M,2017,天下雜誌股份有限公司,Chinese,302,"Award winners, Biography, Awards, Taiwan"
פרס רוטשילד לחנוך ע״ש מקס רואו,Yad ha-Nadiv (Organization : Israel),1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL44485128W/פרס_רוטשילד_לחנוך_ע״ש_מקס_רואו?edition=key%3A/books/OL60756368M,2017,Yad ha-Nadiv,Hebrew,,"Education, Awards, Teachers, Max Rowe, Israel"
"Kyōdo, chiiki bunka no shōjiten: A reference guide to awards and prizes of regional culture",Nichigai Asoshiētsu,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32668028W/Kyōdo_chiiki_bunka_no_shōjiten?edition=key%3A/books/OL44482685M,2017,Nichigai Asoshiētsu,Japanese,493,"Dictionaries, Civilization, Awards, Japanese, Japanese Arts, Local History, Bunka seisaku-Benran, Hyōshō-Benran, Japan"
"Kaspar Hauser, Ignaz Wrobel, Theobald Tiger, Peter Panter, Kurt Tucholsky: bester Preistra ger wo gibt : die Verleihung des Kurt Tucholsky-Preises 2011 an Deniz Yu cel : Journalismus ist kein Verbrechen : #Free Deniz und alle Anderen","Ulf Poschardt, Kurt Tucholsky, Kurt Tucholsky-Gesellschaft",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL44695742W/Kaspar_Hauser_Ignaz_Wrobel_Theobald_Tiger_Peter_Panter_Kurt_Tucholsky?edition=key%3A/books/OL61040674M,2017,Kurt Tucholsky Gesellschaft,German,98,"Journalism, Awards, Freedom of expression, Freedom of the press, Justice, Influence, Kurt Tucholsky-Gesellschaft, Deniz Yu cel (1973-), Kurt Tucholsky (1890-1935), Germany"
Bauherrenpreis '17,Franziska Leeb,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32425520W/Bauherrenpreis_'17?edition=key%3A/books/OL44200977M,2017,Müry Salzmann,German,83,"Bauherrenpreis der Zentralvereinigung der Architektinnen und Architekten Österreichs, Exhibitions, Architecture, Competitions, Awards, Architects and builders, History, Buildings, structures, Modern Architecture, Buildings, Austria, 21st century"
Muammer Çakı 10. uluslararası öğrenci seramik yarışması 2017,"Emel Şölenay, Anadolu Üniversitesi. Güzel Sanatlar Fak..., Turkey) Muammer Çakı Uluslararası Öğrenc...",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL44873994W/Muammer_Çakı_10._uluslararası_öğrenci_seramik_yarışması_2017?edition=key%3A/books/OL61247160M,2017,Anadolu Üniversitesi Güzel Sanatlar Enstitüsü,Turkish,95,"Ceramics, Competitions, Turkey, Awards"
Zabytek Zadbany A.D. 2016,Joanna Piotrowska,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32665283W/Zabytek_Zadbany_A.D._2016?edition=key%3A/books/OL44479728M,2016,Narodowy Instytut Dziedzictwa,Polish,127,"Architecture, Awards, Conservation and restoration, Poland"
GAD Awards: Grazer Architektur Diplompreis : eine Dokumentation,"Stefan Peters, Roger Riewe, Armin Stocker",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32751466W/GAD_Awards?edition=key%3A/books/OL44571492M,2016,Verlag der Technischen Universität Graz,German,63,"Architecture, Awards, Austria, Graz"
Transforming lives with mobile,"Gurpriya Singh, Osama Manzar",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32577138W/Transforming_lives_with_mobile?edition=key%3A/books/OL44386348M,2016,Inomy Media Pvt. Ltd.,English,108,"Wireless communication systems, Technological innovations, Awards, Mobile apps, Online social networks, Case studies, South Asia"
Prémio de curadoria: Curatorship Prize : Atelier-Museu Júlio Pomar EGEAC - 2015,Sara Antónia Matos,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32762607W/Prémio_de_curadoria?edition=key%3A/books/OL44583207M,2016,Documenta,Portuguese,128,"Art museums, Curatorship, Awards, Portugal"
Premio Fondazione Henraux: in memoria di Erminio Cidonio,"Manuela Della Ducata, Nicola Gnesi",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32694063W/Premio_Fondazione_Henraux?edition=key%3A/books/OL44510181M,2016,Pacini editore,Italian,103,"Marble sculpture, Catalogs, Sculpture, Awards, Premio Fondazione Henraux, Italy, Querceta, 21st century"
Häuser des Jahres,Nils Holger Moormann,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32710683W/Häuser_des_Jahres?edition=key%3A/books/OL44527661M,2016,Callwey,German,272,"Single family Housing, Designs and plans, Domestic Architecture, Architecture, Awards, Haus des Jahres (Award), German-speaking Europe, 21st century"
Dutch design today: Dutch design awards : why we create 2016,Netherlands) Dutch Design Week (2016 Ein...,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32729343W/Dutch_design_today?edition=key%3A/books/OL44548230M,2016,Lecturis,English,160,"Design, Exhibitions, Awards, Decorative arts, Industrial design, Netherlands"
"Zhongguo zui mei di shu, 2013-2015: The beauty of books in China, 2013-2015",Shanghai (China). Xin wen chu ban ju,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32729931W/Zhongguo_zui_mei_di_shu_2013-2015?edition=key%3A/books/OL44548853M,2016,Shanghai ren min mei shu chu ban she,Chinese,185,"Book design, Awards, China"
30 anos: Prêmio Design Museu da Casa Brasileira : trinta edições : 1986-2016,"Chico Homem de Melo, Marcos da Costa Braga, Maria Cecília Loschiavo dos Santos, Otávio Nazareth, Giancarlo Latorraca, Miriam Lerner",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32741336W/30_anos?edition=key%3A/books/OL44560875M,2016,Olhares,Portuguese,176,"Prêmio Design Museu da Casa Brasileira, History, Design, Industrial design, Catalogs, Awards, Brazil, 20th century, 21st century"
"L'artiste itinérant: le prix du Salon et les bourses du voyage distribuées par l'État français, 1874-1914, suivi d'un dictionnaire des lauréats du Prix du Salon et des bourses de voyage",Alain Bonnet,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32623379W/L'artiste_itinérant?edition=key%3A/books/OL44435037M,2016,Mare & Martin,French,454,"Art, Awards, History, Art and state, Artists, Social conditions, Travel in art, France, 19th century"
Update_6: new technological art award : international exhibition,"Jean-Marie Dallet, Isolde de Buck",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32757432W/Update_6?edition=key%3A/books/OL44577736M,2016,Mer. Paper Kunsthalle,English,87,"Art and technology, Exhibitions, History, Art, Awards, Belgium, Ghent, 21st century"
"La ville au plus près: palmarès des jeunes urbanistes, 2014-2016","Isabel Diaz, Pia Leweller",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32722892W/La_ville_au_plus_près?edition=key%3A/books/OL44541256M,2016,Parenthèses,French,125,"Palmarès des jeunes urbanistes, City planning, Awards, History, France, 21st century"
"Quaderno Premio Fiesole ai maestri del cinema, 1966-2016: cinquant'anni d'autore",Fiesole (Italy),1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32639798W/Quaderno_Premio_Fiesole_ai_maestri_del_cinema_1966-2016?edition=key%3A/books/OL44452681M,2016,Città di Fiesole,Italian,64,"Premio Fiesole ai maestri del cinema, Motion pictures, Awards, History, Italy, Fiesole"
"25 Jahre Swiss Press Photo, 1991-2016: 25 ans Swiss Press Photo, 1991-2016 = 25 anni Swiss Press Photo, 1991-2016 = 25 years of Swiss Press Photo, 1991-2016",Fondation Reinhardt von Graffenried,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32768375W/25_Jahre_Swiss_Press_Photo_1991-2016?edition=key%3A/books/OL44589277M,2016,Till Schaap Edition,German,173,"Photojournalism, Catalogs, Awards, Switzerland"
Bauherrenpreis '16,Falk Jaeger,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32617965W/Bauherrenpreis_'16?edition=key%3A/books/OL44429237M,2016,Müry Salzmann,German,83,"Bauherrenpreis der Zentralvereinigung der Architektinnen und Architekten Österreichs, Exhibitions, Architecture, Awards, Architects and builders, History, Competitions, Modern Architecture, Austria, 21st century"
Premio Ediciones Larivière: Festival de la Luz 2016 : descubrimientos,Marcos López,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32718414W/Premio_Ediciones_Larivière?edition=key%3A/books/OL44536358M,2016,Ediciones Lariviére,Spanish,67,"Premio Ediciones Larivière, Photography, Awards, Artistic Photography, Catalogs, Argentina, 21st century"
Babits Mihály és a San Remo díj,Gabriella Haász,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32671903W/Babits_Mihály_és_a_San_Remo_díj?edition=key%3A/books/OL44486759M,2016,Universitas Kiadó,"Hungarian,Italian",314,"Awards, Literary prizes, History, Relations, Fascism and culture, Mihály Babits (1883-1941)"
Hay ekeghetsʻu pargevnerě = Nagrady Armi︠a︡nskoĭ t︠s︡erkvi = Awards of the Armenian Church,Nika Babayan,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32636979W/Hay_ekeghetsʻu_pargevnerě_Nagrady_Armi︠a︡nskoĭ_t︠s︡erkvi_Awards_of_the_Armenian_Church?edition=key%3A/books/OL44449568M,2016,Kollazh,Armenian,196,"Awards, Armenian rite, Arbitration and award, Armenian Church, Catholic Church, Hay Awetaranakan Ekeghetsʻi"
The adaptable city: Europan 13 results,Didier Rebois,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32725942W/The_adaptable_city?edition=key%3A/books/OL44544607M,2016,Europan Europe,English,261,"City planning, Competitions, Architecture, Awards, Modern Architecture, Europe"
"Arcaid Images: Architectural Photography Awards, 2012-2015","Lynne Bryant, Amy Croft, Paul Finch",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32679315W/Arcaid_Images?edition=key%3A/books/OL44494577M,2016,Edition Axel Menges,English,95,"Architecture and photography, Catalogs, Architectural photography, Awards, 21st century"
UPPA: 5 years of photojournalism in Uganda 2012-2016,Anna Kućma,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32125336W/UPPA?edition=key%3A/books/OL43859690M,2016,Friedrich-Ebert-Stiftung,English,49,"Photojournalism, Awards, Photojournalists, Documentary photography, Pictorial works, Exhibitions, Uganda"
"Jāʼizat Idārat Marākiz al-Tanmiyah al-Usarīyah lil-Buḥūth wa-al-Dirāsāt, al-dawrah al-al-thālithat ʻashar 2016 M: al-qirāʼah bayna al-ʻālam al-wāqiʻī wa-al-ʻālam al-iftirāḍī","Umaymah ʻĀnī, Hudá ʻAqrūbī, Wafāʼ Yūsuf, Aḥmad ʻAmūsh",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32058480W/Jāʼizat_Idārat_Marākiz_al-Tanmiyah_al-Usarīyah_lil-Buḥūth_wa-al-Dirāsāt_al-dawrah_al-al-thālithat_ʻa?edition=key%3A/books/OL43785711M,2016,"Idārat Marākiz al-Tanmiyah al-Usarīyah, al-Majlis al-Aʻlá li-Shuʼūn al-Usrah",Arabic,148,"Electronic book readers, Research, Awards, Books and reading, United Arab Emirates"
The best book designs from the Netherlands and Flanders 2015: De best verzorgde boeken van Nederland en Vlaanderen 2015,Irma Boom,1,https://covers.openlibrary.org/b/id/12982587-M.jpg,https://openlibrary.org/works/OL29250642W/The_best_book_designs_from_the_Netherlands_and_Flanders_2015?edition=key%3A/books/OL40226295M,2016,Stichting CPNB,English,254,"Book design, Awards, Netherlands, Flanders, Europe"
Dayton's spirit of community service and leadership,Leo DeLuca,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL34530302W/Dayton's_spirit_of_community_service_and_leadership?edition=key%3A/books/OL46842970M,2016,Dayton History,English,184,"Voluntarism, Awards, Leadership, History, Presidents Club of Dayton (Ohio), Ohio, Dayton, Dayton (Ohio), 20th century, 21st century"
Prix Thun für Kunst und Ethik: eine wachsende Skulptur von George Steinmann : der Preisträger 2016 - Oliver Ressler,,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32765661W/Prix_Thun_für_Kunst_und_Ethik?edition=key%3A/books/OL44586443M,2016,Stämpfli Verlag,German,56,"Austrian Art, Awards, Art, Moral and ethical aspects, Oliver Ressler"
Und dann: Vom Verschwinden vom Vater ; Drei sind wir,Wolfram Höll,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32749219W/Und_dann?edition=key%3A/books/OL44569124M,2016,Suhrkamp,German,177,"Awards, German drama, Mülheimer Dramatikerpreis, History, German Dramatists, Case studies, Wolfram Höll (1986-), Germany, 21st century"
"3 prix AICA France de la critique d'art: 2013, 2014, 2015",Raphaël Cuir,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32708500W/3_prix_AICA_France_de_la_critique_d'art?edition=key%3A/books/OL44525365M,2016,Les Presses du réel,French,160,"Art criticism, Art, Awards, International Association of Art Critics, France"
"Prémio Estação Imagem 2016, Viana do Castelo",Viana do Castelo (Portugal). Câmara Muni...,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32708678W/Prémio_Estação_Imagem_2016_Viana_do_Castelo?edition=key%3A/books/OL44525552M,2016,Estação Imagem,Portuguese,79,"Photojournalism, Exhibitions, Artistic Photography, Photography, Awards, Portugal"
Wolf prize in physics,Tsvi Piran,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32709105W/Wolf_prize_in_physics?edition=key%3A/books/OL44526005M,2016,World Scientific Publishing Co. Pte. Ltd.,English,1158,"Physics, Awards, Wolf Foundation Prizes"
Belize literary prize: short story & drama winners 2015,Ix-chel Poot,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32648513W/Belize_literary_prize?edition=key%3A/books/OL44461880M,2016,Cubola Productions,English,55,"Awards, Short stories, Belizean (English), Belizean drama (English), Literary prizes, Ix-chel Poot, Misael Canto, Kalilah Enriquez Reynolds, Janet Phoenix, Belize, 21st century"
Stalinskie premii,Pavel Akhmanaev,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32649007W/Stalinskie_premii?edition=key%3A/books/OL44462410M,2016,Russkie Viti︠a︡zi,Russian,275,"Stalin Prize, History, Awards, Culture/Theatre/Cinema/Music, History - 20th century, Stalin prizes, Soviet Union"
BSI Swiss Architectural Award 2016,Nicola Navone,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32726680W/BSI_Swiss_Architectural_Award_2016?edition=key%3A/books/OL44545377M,2016,Mendrisio Accademy Press,"Italian,English",183,"Modern Architecture, Exhibitions, Architecture, Awards, Switzerland, 21st century"
SAA Awards 2012-2014,Antonius Richard Rusli,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32261893W/SAA_Awards_2012-2014?edition=key%3A/books/OL44008722M,2016,"Departement of Architecture, Faculty of Enginering, Parahyangan Catholic University",English,108,"Architecture, Awards, Modern Architecture, Indonesia"
RIBA Stirling Prize 20,David Chipperfield,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL27077660W/RIBA_Stirling_Prize_20?edition=key%3A/books/OL36726908M,2016,Merrell Publishers Limited,English,,"Architecture, great britain, Stirling Prize, Architecture, Awards, Modern Architecture"
Beschimpft Osterreich!: Der Skandal Um Die Staatspreisrede Thomas Bernhards Im Marz 1968,Olaf Lahayne,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL28005522W/Beschimpft_Osterreich!?edition=key%3A/books/OL38296797M,2016,V&R unipress GmbH,German,,"Authors, european, Authors, biography, Austrian literature, Literary prizes, Literature and society, Appreciation, Criticism and interpretation, Austrian Authors, Biography, Public opinion, Awards, History, Press coverage"
Typography 37,Type Directors Club (U.S.),1,https://covers.openlibrary.org/b/id/12807020-M.jpg,https://openlibrary.org/works/OL28172732W/Typography_37?edition=key%3A/books/OL38568854M,2016,Verlag Hermann Schmidt,English,364,"Periodicals, Awards, Graphic design (Typography), Commercial art, Layout (Printing), Type Directors Club (U.S.), Graphic design (typography), Layout (printing)"
Graphis design annual 2017,B. Martin Pedersen,1,https://covers.openlibrary.org/b/id/12798120-M.jpg,https://openlibrary.org/works/OL28167496W/Graphis_design_annual_2017?edition=key%3A/books/OL38562114M,2016,Graphis,English,266,"Design, Awards, Graphic arts, Commercial art, Industrial design, Prix et récompenses"
"Arles 2016, les rencontres de la photographie",rencontres de la photographie Arles,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32643694W/Arles_2016_les_rencontres_de_la_photographie?edition=key%3A/books/OL44456804M,2016,Actes sud,French,377,"Artistic Photography, Photography, Awards, Competitions"
Il Premio Cremona (1939-1941): opere e protagonisti,Rodolfo Bona,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32625809W/Il_Premio_Cremona_(1939-1941)?edition=key%3A/books/OL44437601M,2016,Edizioni Scritture,Italian,239,"Premio Cremona, History, Italian Painting, Painting, Awards, Italy, Cremona, 20th century"
Ab morgen ...!: über Theater für Kinder in der Zukunft,"Stefan Fischer-Fels, Kirstin Hess, Henrik Adler",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32653480W/Ab_morgen_...!?edition=key%3A/books/OL44467105M,2016,Theater der Zeit,German,108,"Children's theater, Forecasting, Children's plays, Theater, Awards, GRIPS Theater, Germany, Berlin"
Atlas: European Union Prize for Contemporary Architecture Mies van der Rohe Award 1988-2015,"Celia Marín Vega, Marina Romero",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32401510W/Atlas?edition=key%3A/books/OL44165640M,2016,Fundació Mies van der Rohe,English,863,"Architecture, Awards, History, Mies van der Rohe Award for European Architecture, Europe, 21st century"
Skulpturen in Marl,"Georg Elben, Theo Deutinger, Irene Horn, Isabel Hufschmidt",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32618779W/Skulpturen_in_Marl?edition=key%3A/books/OL44430107M,2016,Wienand,German,235,"Exhibitions, Sculpture, Skulpturenmuseum der Stadt Marl, Modern Art, Sound installations (Art), Awards, Video art, Germany, Marl (North Rhine-Westphalia)"
Nagroda im. Janusza Zajdla 2016: antologia utworów nominowanych za rok 2015,Elżbieta Gepfert,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32642495W/Nagroda_im._Janusza_Zajdla_2016?edition=key%3A/books/OL44455539M,2016,"Związek Stowarzyszeń ""Fandom Polski""",Polish,280,"Literature, Awards, Literary prizes, Nagroda im. Janusza Zajdla 2016, Poland"
"Scholarships, Grants & Prizes 2017 (Peterson's Scholarships, Grants & Prizes)",Peterson's,1,https://covers.openlibrary.org/b/id/8453259-M.jpg,https://openlibrary.org/works/OL19340326W/Scholarships_Grants_Prizes_2017_(Peterson's_Scholarships_Grants_Prizes)?edition=key%3A/books/OL26797749M,"Jul 26, 2016",Peterson's,,896,"Directories, Scholarships, Student aid, Grants-in-aid, Awards, United states, directories"
The Américas Award: honoring Latin@ children's and young adult literature of the Americas,Laretta Henderson,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL19735952W/The_Américas_Award?edition=key%3A/books/OL26949041M,2016,,English,216,"American Young adult literature, Teenagers, Books and reading, Children's literature, American, Latin Americans in literature, Hispanic Americans in literature, Awards, In literature, Children, Américas Award, American literature, hispanic american authors, history and criticism, Children's literature, history and criticism, United States, Caribbean Area"
Women Nobel Peace Prize winners,Anita Price Davis,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL20023373W/Women_Nobel_Peace_Prize_winners?edition=key%3A/books/OL27203428M,2016,"McFarland & Company, Incorporated Publishers",English,238,"Women and peace, Pacifists, Nobel Prizes, Peace, Women Nobel Prize winners, Awards, Nobel Prize winners, Biography, History, Nobel prizes"
55 Traumhäuser: Best of HÄUSER-Award,"Bettina Hintze, Sandra Hofmeister",1,https://covers.openlibrary.org/b/id/8890284-M.jpg,https://openlibrary.org/works/OL20236112W/55_Traumhäuser?edition=key%3A/books/OL27429748M,"Oct 03, 2016",Deutsche Verlags-Anstalt,,,"Domestic Architecture, Awards, Einfamilienhaus, Haus des Jahres, Preisträger"
The best American magazine writing 2016,Sid Holt,2,https://covers.openlibrary.org/b/id/13070032-M.jpg,https://openlibrary.org/works/OL20046252W/The_best_American_magazine_writing_2016?edition=key%3A/books/OL27226279M,2016,,English,317,"American prose literature, Journalism, Awards, American periodicals, United States, 21st century"
Gao xiao Nuobei'er jiang: zui you geng de gui guan,Marc Abrahams,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL20043433W/Gao_xiao_Nuobei'er_jiang?edition=key%3A/books/OL27223464M,2016,Yuan zu wen hua shi ye gu fen you xian gong si,Chinese,351,"Miscellanea, Science, Humor, Awards, Research"
The Foundations of Physical Organic Chemistry: Fifty Years of the James Flack Norris Award,E. Thomas Strom,1,https://covers.openlibrary.org/b/id/8908860-M.jpg,https://openlibrary.org/works/OL20252645W/The_Foundations_of_Physical_Organic_Chemistry?edition=key%3A/books/OL27449820M,"Aug 01, 2016",American Chemical Society,,336,"Chemistry, organic, Organic Chemistry, Chemistry, Awards, James Flack Norris Award in Physical Organic Chemistry, History"
Distributing Status: The Evolution of State Honours in Western Europe,Samuel Clark,2,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL20190467W/Distributing_Status?edition=key%3A/books/OL28828809M,2016,McGill-Queen's University Press,English,520,"Social status, Decorations of honor, Europe, social conditions, Awards, Medals, Social classes, europe, Social aspects, History, Social classes"
"Nuobei'er sheng yi jiang 2005-2015: Nobel prizes in physioloy, medicine, 2005-2015",Ke xue yue kan she,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL20025788W/Nuobei'er_sheng_yi_jiang_2005-2015?edition=key%3A/books/OL27205837M,2016,Ba qi wen hua,Chinese,151,"Medical scientists, Nobel Prizes, Physiologists, Medical sciences, Awards, Nobel Prize winners, Physiology, History, 21st century"
