title,author,edition_count,cover_url,book_url,publish_date,publisher,language,pages,subjects
Synthetic Organic Chemistry and the Nobel Prize Volume 1,John G. D'Angelo,3,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL28704447W/Synthetic_Organic_Chemistry_and_the_Nobel_Prize_Volume_1?edition=key%3A/books/OL39395396M,2022,Taylor & Francis Group,English,,"SCIENCE / Chemistry / Organic, MEDICAL / Pharmacology, Organic compounds, Synthesis, Nobel Prizes, Nobel Prize winners, Organic Chemistry, Awards"
World Press Photo 2022,World Press Photo Foundation,1,https://covers.openlibrary.org/b/id/13256566-M.jpg,https://openlibrary.org/works/OL26350353W/World_Press_Photo_2022?edition=key%3A/books/OL35582686M,2022,Antique Collectors' Club,English,,"Photojournalism, Awards, Twenty-first century, Pictorial works, Vingt et unième siècle, Ouvrages illustrés, Photographie de presse"
Young Architects 21: Just,"The Architectural League of New York, Anne Rieselbach",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL25278179W/Young_Architects_21?edition=key%3A/books/OL33845972M,2021,Antique Collectors' Club,English,176,"Architecture, Awards, History, Young architects, Architectural League Prize for Young Architects and Designers, Architectural League Prize for Young Architects and Designers. fast (OCoLC)fst01776258"
Prizing Scottish Literature: A Cultural History of the Saltire Society Literary Awards,Stevie Marsden,4,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL25247911W/Prizing_Scottish_Literature?edition=key%3A/books/OL33790614M,2021,Anthem Press,English,250,"Literary prizes, Scottish literature, Awards, Saltire Society"
Both Pulitzer and Nobel Prize Laureates in Literature: Jury Communications about Winners and Works from Sinclair Le,Heinz-Dietrich Fischer,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL25791872W/Both_Pulitzer_and_Nobel_Prize_Laureates_in_Literature?edition=key%3A/books/OL34761069M,2021,Lit Verlag,English,218,"Writing, Awards, Nobel Prize winners, Pulitzer Prizes"
Best Highrises 2020/21: The International Highrise Award 2020,"Peter Cachola Schmal, Peter Körner, Stefanie Lampe, Jonas Malzahn",2,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL25797763W/Best_Highrises_2020_21?edition=key%3A/books/OL34923707M,2021,Jovis Verlag GmbH,"English,German",152,"High-rise apartment buildings, Design and construction, Skyscrapers, Awards, Exhibitions, Architecture, Modern Architecture"
Ars Viva 2021,"Min-young Jeon, Nicolaus Schafhausen, Marc Siegel, Colin Lang, Kathleen Rahn",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL25793477W/Ars_Viva_2021?edition=key%3A/books/OL34765182M,2021,Antique Collectors' Club,English,,"Art, Exhibitions, Awards, Modern Art, Kulturkreis der Deutschen Wirtschaft im Bundesverband der Deutschen Industrie"
Nueva arquitectura tradicional MMXXI: Premios de las Artes de la Construcción Richard H. Driehaus = New traditional architecture MMXXI : Awards for Building Arts Richard H. Driehaus,Alejandro García Hermida,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32110949W/Nueva_arquitectura_tradicional_MMXXI?edition=key%3A/books/OL43844522M,2021,INTBAU,Spanish,155,"Vernacular architecture, Architecture, Awards, Spain"
"Premio Hystrio, giovani da 30 anni","Ilaria Angelone, Claudia Cannella",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32142262W/Premio_Hystrio_giovani_da_30_anni?edition=key%3A/books/OL43877358M,2021,Cue Press,Italian,133,"Premio Hystrio, History, Young actors, Awards, Italy"
St︠s︡enarii peremen: Uvarovskai︠a︡ nagrada i ėvoli︠u︡t︠s︡ii︠a︡ russkoĭ dramaturgii v ėpokhu Aleksandra II,K. I︠U︡ Zubkov,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32122021W/St︠s︡enarii_peremen?edition=key%3A/books/OL43856144M,2021,Novoe literaturnoe obozrenie,Russian,602,"Russian drama, History and criticism, Literary prizes, History, Awards, Russia, 19th century"
Swiss Architectural Award 2020,Nicola Navone,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32061384W/Swiss_Architectural_Award_2020?edition=key%3A/books/OL43788893M,2021,Mendrisio Academy Press,"Italian,English",197,"Modern Architecture, Exhibitions, Architecture, Awards, Switzerland, 21st century"
Preis Bauen im Bestand 2021,Ira Diana Mazzoni,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32130364W/Preis_Bauen_im_Bestand_2021?edition=key%3A/books/OL43864931M,2021,Dölling und Galitz Verlag,German,144,"Architecture, Awards, Modern Architecture, Germany, 21st century"
Helen Feifel: something else shapes : Lingener Kunstpreis 2020 = Lingen Art Prize 2020,"Helen Feifel, Meike Behm",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32115448W/Helen_Feifel?edition=key%3A/books/OL43849228M,2021,Strzelecki Books,German,63,"Exhibitions, Awards, Kunsthalle Lingen, Helen Feifel (1983-)"
Architekturpreis NRW 2021,,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32141593W/Architekturpreis_NRW_2021?edition=key%3A/books/OL43876668M,2021,Verlag der Buchhandlung Walther und Franz König,German,115,"Architecture, Awards, Exhibitions, Germany, North Rhine-Westphalia"
Beton 21: Architekturpreis = Prix d'architecture:Architecture Prize,,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32141610W/Beton_21?edition=key%3A/books/OL43876685M,2021,Gta Verlag,Multiple languages,135,"Architecture, Awards, Switzerland"
Sten A Olssons Kulturstipendium 2020,"Sara Michaëlsson, Magnus Haglund",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32066220W/Sten_A_Olssons_Kulturstipendium_2020?edition=key%3A/books/OL43794278M,2021,Göteborgs konstmuseum,Swedish,179,"Swedish Art, Arts, Awards, Scholarships, fellowships, Sten A Olssons Stiftelse för Forskning och Kultur, Sweden, Göteborg"
TerraFibra architectures,"Dominique Gauzin-Müller, Aurélie Vissac",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32025261W/TerraFibra_architectures?edition=key%3A/books/OL43743944M,2021,Pavillon de l'Arsenal,French,336,"Adobe houses, Exhibitions, Awards, Earth construction, Organic architecture, Sustainable architecture, TerraFibra Awards"
"Jāʼizat al-Malik ʻAbd al-ʻAzīz lil-Buḥūth al-ʻIlmīyah fī qaḍāyā al-ṭufūlah wa-al-tanmiyah fī al-waṭan al-ʻArabī: al-buḥūth al-fāʼizah fī al-dawrah al-thāniyah ""tamkīn al-ṭifl al-ʻArabī fī ʻaṣr al-thawrah al-ṣināʻiyah al-rābiʻah, 2019-2021"" = King Abdulaziz Prize for Scientific Research on childhood and development : the winning research in the second cycle of the prize ''The empowerment of Arab children in the era of the fourth industrial revolution, 2019-2021''",Arab Council for Childhood and Developme...,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL31918405W/Jāʼizat_al-Malik_ʻAbd_al-ʻAzīz_lil-Buḥūth_al-ʻIlmīyah_fī_qaḍāyā_al-ṭufūlah_wa-al-tanmiyah_fī_al-waṭa?edition=key%3A/books/OL43631965M,2021,al-Majlis al-ʻArabī lil-Ṭufūlah wa-al-Tanmiyah,Arabic,23521,"Child development, Research, Effect of technological innovations on, Awards, Arab countries, Saudi Arabia, 21st century"
33o. Prêmio Design Museu da Casa Brasileira: premiados e selecionados,Brazil) Prêmio Design Museu da Casa Bras...,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32138434W/33o._Prêmio_Design_Museu_da_Casa_Brasileira?edition=key%3A/books/OL43873368M,2021,Museu da Casa Brasileira,Portuguese,107,"Industrial design, Exhibitions, Awards, Design, History, Posters, Brazil, 21st century"
Årets bild 2021: främjar skickligt utförda yrkespresentationer inom bildjournalistiken,,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32326332W/Årets_bild_2021?edition=key%3A/books/OL44076829M,2021,Eddy.se,Swedish,208,"Photojournalism, Artistic Photography, Awards, Sweden"
Arkitektur i trä: Träpriset 2020 = Architecture in wood : the Swedish Wood Award 2020,Svenskt trä (Organization),1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32287598W/Arkitektur_i_trä?edition=key%3A/books/OL44035579M,2021,Svenskt Trä,Swedish,278,"Wooden Building, Awards, Swedish Architecture, Sweden"
La vita che danza: storie dal premio internazionale di danza classica Maria Antonietta Berlusconi per i giovani,Gisella Zilembo,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32030308W/La_vita_che_danza?edition=key%3A/books/OL43749943M,2021,Rizzoli,Italian,219,"Ballet, Awards, History, Ballet dancers, Premio MAB, Italy, 21st century"
Ogólnopolski Przegląd Plakatu Muzealnego i Ochrony Zabytków: 2. edycja,Poland) Ogólnopolski Przegląd Plakatu Mu...,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL31820976W/Ogólnopolski_Przegląd_Plakatu_Muzealnego_i_Ochrony_Zabytków?edition=key%3A/books/OL43520553M,2021,Muzeum Narodowe Ziemi Przemyskiej,Polish,105,"Polish Posters, Graphic artists, Posters, Competitions, Awards, Art, Exhibitions, Poland"
"K wie Kunst: Kardinal König Kunstpreis für bildende Kunst, Salzburg 2021",,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL31903071W/K_wie_Kunst?edition=key%3A/books/OL43614521M,2021,Müry Salzmann,German,63,"Modern Art, Awards, Germany, 21st century"
"Premio Franklin Rawson, a las artes visuales: 1o. edición, 2020",Emanuel Diaz Ruiz,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32155151W/Premio_Franklin_Rawson_a_las_artes_visuales?edition=key%3A/books/OL43892857M,2021,Gobierno de la Provincia de San Juan,Spanish,12,"Art, Exhibitions, Awards, Artists, History, Argentina, San Juan (Province), 21st century"
"Signo, expresión y conflicto: obras de Ariel Aballay, Ezequiel Quines, Diego Bastos",Eduardo Stupía,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32155154W/Signo_expresión_y_conflicto?edition=key%3A/books/OL43892861M,2021,MPBA Franklin Rawson,Spanish,12,"Argentine Drawing, Exhibitions, Awards, Argentine Art, Artists, History, Diego Bastos (1975-), Ezequiel Quines (1987-), Ariel Aballay (1972-), Argentina, San Juan (Province), 21st century"
Ṿe-Eleh shemot ha-giborim: gibore ha-Milḥemet ha-ʻAtsmaʼut she-humletsu le-ʼotot hitsṭaynut = These are the names of the heroes : heroes of the war of independence recommended for medals of excellence,Offer Drori,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32079162W/Ṿe-Eleh_shemot_ha-giborim?edition=key%3A/books/OL43808689M,2021,Deror hotsa'ah le-or,Hebrew,120,"Armed Forces, Soldiers, Awards, Israel. Tseva haganah le-Yiśraʼel, Israel"
Fukushi no shōjiten,Nichigai Asoshiētsu,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32151174W/Fukushi_no_shōjiten?edition=key%3A/books/OL43888632M,2021,Nichigai Asoshiētsu,Japanese,449,"Social service, Handbooks, manuals, Awards, Shakai fukushi-Benran, Hyōshō-Benran, Japan"
BDA Hamburg Architektur Preis 2020: die Baujahre 2018-2020 ; mit den Gewinnerbauten der letzten 25 Jahre,"Hildegard Kösters, Anna Schuster",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32133977W/BDA_Hamburg_Architektur_Preis_2020?edition=key%3A/books/OL43868712M,2021,Dölling und Galitz Verlag,German,149,"Architecture, Awards, History, Modern Architecture, Buildings, structures, Germany, Hamburg, Hamburg (Germany), 21st century"
Michaela Meise. Totenklage,Thomas Niemeyer,1,https://covers.openlibrary.org/b/id/12566961-M.jpg,https://openlibrary.org/works/OL27054217W/Michaela_Meise._Totenklage?edition=key%3A/books/OL36682134M,2021,Verlag der Buchhandlung Walther und Franz König,"German,English,Turkish",,"Exhibitions, Awards, Städtische Galerie Nordhorn (Germany)"
Geehrte Volkskunde: Ehrenpromotionen und Ehrenbürgerschaften an der Universität Münster (1922-1968),Julius Virnyi,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL44232391W/Geehrte_Volkskunde?edition=key%3A/books/OL60465702M,2021,Waxmann,German,193,"Academic decorations of honor, History, Folklore, Local history, Degrees, Awards, Universität Münster, Germany, Münster in Westfalen, 20th century"
Marcel Odenbach: Schnittvorlagen : Wolfgang-Hahn-Preis 2021 = Wolfgang Hahn Prize 2021,"Marcel Odenbach, Carla Cugini, Yilmaz Dziewior, Susanne Pfeffer, Museum Ludwig Cologne",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32150339W/Marcel_Odenbach?edition=key%3A/books/OL43887730M,2021,Gesellschaft für Moderne Kunst am Museum Ludwig Köln e.V.,"Multiple languages,German,English",255,"Exhibitions, Collage, Awards, Marcel Odenbach (1953-)"
"Scénographie des plaisirs urbains - Jacqueline Osty, Grand P","Jacqueline OSTY, Ariella MASBOUNGI, Antoine PETITJEAN",1,https://covers.openlibrary.org/b/id/11298645-M.jpg,https://openlibrary.org/works/OL24623637W/Scénographie_des_plaisirs_urbains_-_Jacqueline_Osty_Grand_P?edition=key%3A/books/OL32669280M,"Jan 21, 2021",PARENTHESES,French,224,"Grand prix de l'urbanisme, City planning, History, Awards, Architecture"
Anxiety On/off,Anna Lim,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL25813684W/Anxiety_On_off?edition=key%3A/books/OL34805171M,2021,"Kehrer Verlag Heidelberg, Klaus Kehrer",English,127,"Exhibitions, Artistic Photography, Disaster victims, Pictorial works, Disasters, Awards, Ilwoo Foundation"
Shokubunka no shōjiten,Nichigai Asoshiētsu,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32151221W/Shokubunka_no_shōjiten?edition=key%3A/books/OL43888686M,2021,Nichigai Asoshiētsu,Japanese,473,"Food habits, Handbooks, manuals, Awards, Food industry and trade, Food science, Agriculture, Fisheries, Shokuseikatsu-Benran, Shokuhin-Benran, Nōgyō-Benran, Hyōshō-Benran, Japan"
Architecture in Dialogue: Aga Khan Award for Architecture 2019,"Andres Lepik, Farrokh Derakhshani, Aga Khan Award for Architecture, David Adjaye, Mohammad al-Asad",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL25903493W/Architecture_in_Dialogue?edition=key%3A/books/OL34958671M,2020,ArchiTangle GmbH,English,,"Modern Architecture, Awards, Islamic architecture, Aga Khan Award for Architecture (Organization)"
Kunstpreis Böttcherstrasse: Prize Bremen 2020,Mara-Lisa Kinne,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32102152W/Kunstpreis_Böttcherstrasse?edition=key%3A/books/OL43835340M,2020,Kunstverein Bremen,"German,English",152,"Art, Exhibitions, Awards, Modern Art, Beeldende kunst, Kunstprijzen (beloning), Kunstpreis der Böttcherstrasse in Bremen, Germany, Bremen, 21st century"
2. Međunarodni trijenale grafike Livno: 2nd international triennial of graphic arts in Livno : 26.6.-1.11.2020,Željka Markov,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32102967W/2._Međunarodni_trijenale_grafike_Livno?edition=key%3A/books/OL43836176M,2020,Franjevački muzej i galerija Gorica,Multiple languages,154,"Graphic arts, Exhibitions, Awards, Art, Modern Art, Bosnia and Herzegovina, Livno"
Surprize,"Gregor Jansen, Raphael Nocken, Alicia Holthausen",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32117103W/Surprize?edition=key%3A/books/OL43850981M,2020,Strzelecki Books,German,94,"Modern Art, Exhibitions, Awards, Städtische Kunsthalle Düsseldorf, 21st century"
Palabras para Idea Vilariño y Mario Benedetti,Concurso literario SINTEP (1st 2020 Urug...,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32036044W/Palabras_para_Idea_Vilariño_y_Mario_Benedetti?edition=key%3A/books/OL43757262M,2020,Deletreo Ediciones,Spanish,172,"Uruguayan literature, Awards, Literary prizes, Littérature uruguayenne, Prix et récompenses, Prix littéraires, Uruguay, 21st century, 21e siècle"
Premii︠a︡ imeni Aleksei︠a︡ Komecha: za obshchestvenno znachimui︠u︡ grazhdanskui︠u︡ pozit︠s︡ii︠u︡ v dele zashchity i sokhranenii︠a︡ kulʹturnogo nasledii︠a︡ Rossii,S. S. Uskova,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32018030W/Premii︠a︡_imeni_Aleksei︠a︡_Komecha?edition=key%3A/books/OL43735829M,2020,Gosudarstvennyĭ institut iskusstvoznanii︠a︡,Russian,179,"Architecture, Conservation and restoration, Awards, Congresses, Russia (Federation)"
Wildlife Photographer of the Year,Rosamunde Kidman Cox,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32080050W/Wildlife_Photographer_of_the_Year?edition=key%3A/books/OL43809747M,2020,Natural Hisotry Museum,English,160,"Animals, Pictorial works, Nature, Wildlife photography, Awards, Photography, Great Britain"
Boku wa I San kara bungaku o mananda: Yi Sang Munhaksang taesang chakka ŭi chajŏnjŏk esei = The autobiographical essays of the YiSang Literary Award grand prix winners,"I-hyŏng Yun, Ayako Furukawa",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32075607W/Boku_wa_I_San_kara_bungaku_o_mananda?edition=key%3A/books/OL43804602M,2020,Kabushiki Kaisha Kuon,Japanese,355,"Korean essays, Translations into Japanese, Yi Sang Munhaksang, History, Korean fiction, Awards, 20th century, 21st century"
Strabag Artaward: 25 Jahre Kunstpreis für Malerei und Zeichnung = 25 years art prize for painting and drawing,STRABAG Kunstforum,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32058921W/Strabag_Artaward?edition=key%3A/books/OL43786200M,2020,Ritter,German,494,"Painting, Awards, Drawing, STRABAG Kunstforum, Austria"
XXVII Ogólnopolski Przegląd Plakatu Muzealnego i Ochrony Zabytków,Poland) Ogólnopolski Przegląd Plakatu Mu...,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32309499W/XXVII_Ogólnopolski_Przegląd_Plakatu_Muzealnego_i_Ochrony_Zabytków?edition=key%3A/books/OL44059158M,2020,Muzeum Narodowe Ziemi Przemyskiej,Polish,139,"Polish Posters, Posters, Competitions, Awards, Art, Exhibitions, Poland"
Sustainable design 8: vers une nouvelle éthique pour l'architecture et la ville = towards a new ethics for architecture and the city,Marie-Hélène Contal,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32314392W/Sustainable_design_8?edition=key%3A/books/OL44064282M,2020,Éditions Alternatives,French,155,"Sustainable architecture, Awards, History, Architecture and society, Global Award for Sustainable Architecture, 21st century"
"EUROPAN15 Austria: productive cities : Resources, mobility, equity",Iris Kaltenegger,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32314499W/EUROPAN15_Austria?edition=key%3A/books/OL44064392M,2020,Park Books,English,119,"City planning, Competitions, Architecture, Designs and plans, History, Sustainable urban development, Young architects, Awards, Austria, 21st century"
Hasselblad Award: celebrating photography,"Jenny Blixt, Duncan Forbes",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32311777W/Hasselblad_Award?edition=key%3A/books/OL44061540M,2020,Verlag der Buchhandlung Walther König,English,192,"Artistic Photography, Awards, Erna and Victor Hasselblad Foundation"
"Yūshū sakuhinshū, soto to no atarashii tsunagari o motta sumai",Nihon Kenchiku Gakkai Sekkei Kyōgi (2020...,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32278119W/Yūshū_sakuhinshū_soto_to_no_atarashii_tsunagari_o_motta_sumai?edition=key%3A/books/OL44025716M,2020,Gihōdō Shuppan,Japanese,108,"Domestic Architecture, Designs and plans, Architectural design, Awards, Japan"
Le Prix de la critique d'art Aica France 2019,Florian Gaité,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32298036W/Le_Prix_de_la_critique_d'art_Aica_France_2019?edition=key%3A/books/OL44047171M,2020,In fine,French,93,"Art criticism, History, Art, Awards, Modern Art, International Association of Art Critics, France, 21st century"
"Chŏlmŭn kŏnch'ukka sangsang hago t'amgu hago chojŏng hada: Young Architect Imagining, Studying and Coordinating",Chi-hyŏn Pak,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32288006W/Chŏlmŭn_kŏnch'ukka_sangsang_hago_t'amgu_hago_chojŏng_hada?edition=key%3A/books/OL44035997M,2020,An Kŭrap'iksŭ,Korean,295,"Architecture, Korean Architecture, Modern Architecture, Awards, Korea (South), 21st century"
