title,author,edition_count,cover_url,book_url,publish_date,publisher,language,pages,subjects
"Guo ji A lei dian ying jie huo jiang Zhongguo dian ying de wen hua chuan bo yan jiu, 2000-2016 = Study on the international communication of Chinese culture of award winning Chinese films of class A international film festival (2000-2016)",Bin Fang,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32566423W/Guo_ji_A_lei_dian_ying_jie_huo_jiang_Zhongguo_dian_ying_de_wen_hua_chuan_bo_yan_jiu_2000-2016_Study_?edition=key%3A/books/OL44374758M,2019,Zhongguo dian ying chu ban she,Chinese,232,"Motion pictures, Awards, Culture in motion pictures, Reviews, China, 21st century"
"EU Mies award 19: European Union Prize for Contemporary Architecture, Mies van der Rohe Award","Ivan Blasi, Anna Sala Giralt",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32517828W/EU_Mies_award_19?edition=key%3A/books/OL44315063M,2019,Fundació Mies van der Rohe,English,444,"Architecture, Awards, History, Mies van der Rohe Award for European Architecture, Europe, 21st century"
Prémio Estação Imagem 2019 Coimbra,Coimbra (Portugal). Câmara Municipal,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL32562797W/Prémio_Estação_Imagem_2019_Coimbra?edition=key%3A/books/OL44370991M,2019,Estação Imagem,Portuguese,94,"Photojournalism, Exhibitions, Artistic Photography, Photography, Awards, Portugal"
Best Highrises 2018/19: The International Highrise Award 2018,"Peter Cachola Schmal, Peter Korner, Maximilian Liesner",1,https://covers.openlibrary.org/b/id/8798024-M.jpg,https://openlibrary.org/works/OL20153157W/Best_Highrises_2018_19?edition=key%3A/books/OL27333441M,"Feb 05, 2019",Prestel,"English,German",144,"Internationaler Hochhaus Preis, Exhibitions, Skyscrapers, Awards, Modern Architecture"
Julian Charrière: Towards No Earthly Pole,"David Breskin, Ele Carpenter, Carson Chan, Peter Galison, Dehlia Hannah, Richard Rhodes - undifferentiated, Eric Ellingsen, Charles Stankievech",2,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL20509865W/Julian_Charrière?edition=key%3A/books/OL34963073M,2021,Mousse Magazine and Publishing,"English,German",282,"Exhibitions, Glaciers, Towards no earthly pole (Motion picture), Nuclear explosions in art, In art, Art, Awards"
Best American Magazine Writing 2019,Sid Holt,2,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL21216300W/Best_American_Magazine_Writing_2019?edition=key%3A/books/OL37287563M,2019,Columbia University Press,English,,"American prose literature, Journalism, Awards"
Beazley Designs of the Year 2018,"England) Staff Design Museum (London, Aric Chen, Eleanor Watson, Deyan Sudjic",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL21207535W/Beazley_Designs_of_the_Year_2018?edition=key%3A/books/OL28719882M,2019,Design Museum,English,240,"Design, great britain, Design, Exhibitions, Awards, Industrial design"
Unforgettable Portraits,Rosamund Cox,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL21356088W/Unforgettable_Portraits?edition=key%3A/books/OL28927042M,2019,"Firefly Books, Limited",English,128,"Animals, Pictorial works, Nature, Wildlife photography, Awards, Animaux, Ouvrages illustrés, Photographie de la nature, Prix et récompenses"
Designs of Our Time: Beazley Designs of the Year,"Tom Wilson, Mark Cortes Favis, England) Staff Design Museum (London, Deyan Sudjic",1,https://covers.openlibrary.org/b/id/13912169-M.jpg,https://openlibrary.org/works/OL21189202W/Designs_of_Our_Time?edition=key%3A/books/OL28695536M,2019,Design Museum,English,976,"Design, history, Industrial design, Design, great britain, Design, History, Awards"
Beazley Designs of the Year 2019,"Beatrice Galilee, Maria McLintock",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL21364584W/Beazley_Designs_of_the_Year_2019?edition=key%3A/books/OL28940088M,2019,Design Museum,English,240,"Design, Awards, Industrial design"
How to Manage a Writing Competition: A Handbook to Effective Measurement of People Innovation,Mahmoud Mansi,1,https://covers.openlibrary.org/b/id/15094610-M.jpg,https://openlibrary.org/works/OL43515011W/How_to_Manage_a_Writing_Competition?edition=key%3A/books/OL59315076M,"August 20, 2019",HR Revolution Middle East,English,,"Awards, Performance standards, Competitions, Creative writing"
"Советские дипломы, грамоты, аттестаты...",Павел Ахманаев,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL43344313W/Советские_дипломы_грамоты_аттестаты...?edition=key%3A/books/OL59036500M,2019,"Fond ""Russkie Viti︠a︡zi""","Russian,English",231,"Awards, Diplomatics, Soviet Union, Russia"
Cuarto Gran Premio Nacional de Periodismo Gonzo 2018,"Paul Medrano, Eduardo H. G., Nuri Emilia de la Torre Ramírez, Mario Panyagua, Jaime Garba, Juan Eduardo Mateos Flores, David Álvarez, Aldo Rosales Velázquez, Alejandro Armando González Castillo, 1 other",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL43710028W/Cuarto_Gran_Premio_Nacional_de_Periodismo_Gonzo_2018?edition=key%3A/books/OL59582606M,2019,Producciones El Salario del Miedo,Spanish,187,"Journalism, Awards, Mexico, 21st century"
"Cavalerii Mării Negre: ofiţeri de marină distinşi cu ordinul militar ""Mihai Viteazul""",Marian Moșneagu,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL43725736W/Cavalerii_Mării_Negre?edition=key%3A/books/OL59606841M,2019,Editura Militară,Romanian,500,"Officers, Biography, Awards, Ordinul ""Mihai Viteazul"", Romania. Marina"
Im Grenzbereich von Literatur und Politik: Ernst-Toller-Preis-Reden 1997-2018,"Irene Zanol, Dieter Distl",1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL44334974W/Im_Grenzbereich_von_Literatur_und_Politik?edition=key%3A/books/OL60583485M,2019,Königshausen & Neumann,German,181,"Awards, Influence, Award winners, Biography, Literary prizes, History, Politics and literature, Ernst Toller (1893-1939), Germany, Bavaria, 20th century"
"Acclaimed Press Coverage of Latin American Countries: Pulitzer Prize Winning Articles, Cartoons and Photos",Heinz-Dietrich Fischer,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL34022877W/Acclaimed_Press_Coverage_of_Latin_American_Countries?edition=key%3A/books/OL46054205M,2019,Lit Verlag,English,198,"Press coverage, Caricatures and cartoons, Pictorial works, Pulitzer Prizes, History, Journalism, Awards"
טקס ההוקרה השנתי על הישגים מיוחדים בשירות המדינה: מקבלי האותות והפרסים,Israel. Netsivut sherut ha-medinah,1,https://openlibrary.org/images/icons/avatar_book-sm.png,https://openlibrary.org/works/OL44400348W/טקס_ההוקרה_השנתי_על_הישגים_מיוחדים_בשירות_המדינה?edition=key%3A/books/OL60658706M,2019,Netsivut sherut ha-medinah,Hebrew,35,"Awards, Civil service, Israel"
