title,author,cover_url,publish_date,language,subjects
עשור לפעילות: אות הנשיא למתנדב,gimlaʼim mitnadvim be-maʻarekhet ha-ḥinu...,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,hebrew,"education, awards, retirees, volunteers, israel"
ten,pictet pictet group,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"documentary photography, awards, sustainability, pictorial works, artistic photography, prix pictet, prix pictet (uri) http://id.loc.gov/authorities/names/no2012005708 (uri) http://viaf.org/viaf/sourceid/lc|no2012005708"
פרס דניאלי: רפואה עם לב,ḳeren daniʼeli,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,hebrew,"awards, medicine, daniʼeli zonenfeld, israel"
ilija trojanow: heinrich-böll-preis der stadt köln 2017,"ilija trojanow, gabriele lieselotte ewenz, stadtbibliothek köln",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"german literature, appreciation, german authors, interviews, award winners, literary prizes, history, awards, ilija trojanow, germany, cologne, 20th century, 21st century"
young architects 18: permanence,"the architectural league of new york, mimi hoang, anne rieselbach",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"architecture, united states, architects, exhibitions, architecture, awards, modern architecture, history, installations (art), young architects, architectural league prize for young architects and designers, architectural league prize for young architects and designers (uri) http://id.loc.gov/authorities/names/n2010082694 (uri) http://viaf.org/viaf/sourceid/lc|n2010082694, architectural league prize for young architects and designers fast (ocolc)fst01776258 (uri) http://id.worldcat.org/fast/fst01776258"
shelley niro: scotiabank award,"ryan rice, wanda nanibush",https://covers.openlibrary.org/b/id/9175721-M.jpg,"Jun 26, 2018",english,"indians of north america, pictorial works, exhibitions, awards, artistic photography, indian women photographers, women photographers, photography"
"ausgezeichnet! baukultur und archäologie: 25 jahre brandenburgischer denkmalpflegepreis, 1992-2017","nicola bröcker, celina kress, simone oelker, markus hilbich",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"historic buildings, exhibitions, conservation and restoration, architecture, awards, cultural property, historic preservation, antiquities, germany, brandenburg"
"cyberarts 2016 : international compendium: prix ars electronica, starts prize '16","hannes leopoldseder, christine schöpf, gerfried stocker",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"computer art, computer animation, awards, technology and the arts, competitions, computer music"
gandhi and the nobel peace prize,rajinder singh,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"gandhi, mahatma, 1869-1948, peace, nobel prizes, nobel prizes, history, awards, history, india & south asia"
julian turner: lösungen = solutions,julian turner,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"exhibitions, art, awards, julian turner (1985-), austria"
premio braque 2017,andrés aizicovich,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,spanish,"premio braque, exhibitions, argentine art, young artists, art, awards, andrés aizicovich (1985-), argentina, 21st century"
sbornik konkursnykh rabot laureatov premii imeni a.e. snesareva 2012-2016 gody,s. n. grini͡aev,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,russian,"geopolitics, world politics, foreign relations, premii͡a a.e. snesareva, awards, russia (federation), moscow, 21st century"
"prémio sonae media art award 2017: andré martins, andré sier, nuno lacerda, rodrigo gomes, sofia caetano",anabela carvalho,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,portuguese,"multimedia (art), exhibitions, awards, video art, portugal, belgium"
propos de lauréats en architecture: nathalie franck et yves ballot - prix de l'équerre d'argent 2007,emmanuel amougou,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,french,"interviews, architects, architecture, awards, nathalie franck, yves ballot, france"
esra oezen: wirklichkeitserfahrung,esra oezen,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"exhibitions, art, awards, esra oezen (1986-), germany"
koninklijke prijs voor vrije schilderkunst 2017: royal award for modern painting 2017,"heske ten cate, benno tempel",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,dutch,"dutch painting, exhibitions, modern painting, painting, awards, netherlands, 21st century"
al-fīlm al-miṣrī: miʼat ʻām min al-jawāʼiz,ziyād fāyid,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,arabic,"motion pictures, history, awards, motion picture actors and actresses, film festivals, catalogs, egypt"
"eu mies award 17: european union prize for contemporary architecture, mies van der rohe award","ivan blasi, anna sala giralt",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"architecture, awards, history, mies van der rohe award for european architecture, europe, 21st century"
enabling the enablers,osama manzar,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"technological innovations, awards, competitions, information technology, non-governmental organizations, south asia"
"art prize cbm: premio carlo bonatto minetta, 2017-2018",silvana editoriale,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,italian,"modern art, exhibitions, art, awards, art prize cbm, 21st century"
alexandra meyer,alexandra meyer,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,"german,english","exhibitions, interviews, performance art, video art, conceptual art, art, awards, alexandra meyer (1984-), switzerland, 21st century"
"kollwitz neu denken: käthe-kollwitz-preisträger der akademie der künste, berlin","akademie der künste (berlin, germany)",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"art and society, exhibitions, modern art, käthe-kollwitz-preis, influence, art, awards, influence (literary, artistic, etc.), käthe kollwitz (1867-1945), germany, 20th century, 21st century"
"das skulpturenprojekt: skizzen, modelle, skulpturen : liz bachhuber, pascal dombis, mareike drobny, philipp goldbach, daniel roth, katja strunz",wendelin renn,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"sculpture, exhibitions, drawing, public sculpture, modern sculpture, awards, germany, villingen-schwenningen, 21st century"
swiss press photo 17: die besten schweizer pressefotos des jahres 2016 = les meilleures photos de presse suisses de l'année 2016 = le migliori foto giornalistiche svizzere dell'anno 2016 = the best swiss press photos of the year 2016,cindy-jane armbruster,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"photojournalism, photography, awards, switzerland"
grenzen: borders : architekturbild : european architectural photography prize 2017,deutsches architekturmuseum,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"architectural photography, awards, europe"
premio architettura toscana: prima edizione 2017,"tommaso barni, donatello d'angelo, cristina degl'innocenti",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,italian,"architecture, competitions, awards, history, italy, tuscany, 21st century"
mmprize: second edition,beatrice merz,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,italian,"mario merz prize, exhibitions, modern art, art, awards, italy, turin, 21st century"
dutch design today: dutch design awards 2017,leendert sonnevelt,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"design, awards, designers, interviews, netherlands"
"saishin, bijutsu dezain-shō jiten: 2010-2016 : a reference guide to japanese awards and prizes for artists, artisans and photographers : 2010-2016",nichigai asoshiētsu,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,japanese,"art, awards, history, design, photography, japan, 21st century"
architettura e preesistenze: premio internazionale domus restauro e conservazione fassa bortolo,"marcello balzani, riccardo dalla negra",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,italian,"architecture, conservation and restoration, historic sites, awards"
häuser des jahres,peter cachola schmal,https://covers.openlibrary.org/b/id/14181793-M.jpg,2017,german,"haus des jahres (award), catalogs, domestic architecture, awards, single family housing, designs and plans, modern architecture, german-speaking europe, 21st century"
"arles 2017, les rencontres de la photographie","arles, rencontres de la photographie (48...",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,french,"artistic photography, photography, awards, competitions"
"jāʼizat al-buḥūth wa-al-dirāsāt, al-dawrah al-rābiʻat ʻashrah 2017 m: thaqāfat al-ʻamal al-khayrī","umaymah ʻānī, wafāʼ yūsuf",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,arabic,"social service, research, awards, volunteer workers in social service, united arab emirates"
sustainable design 5: vers une nouvelle éthique pour l'architecture et la ville,marie-hélène contal,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,"french,english","sustainable design, sustainable architecture, global award for sustainable architecture, competitions, awards, architecture, environmental aspects"
mobile society,"aanchal mittal, osama manzar",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"wireless communication systems, technological innovations, awards, mobile apps, online social networks, case studies, south asia"
liu xiaobo ji nian wen ji,chu cai,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,chinese,"nobel prize winners, peace, awards, xiaobo liu (1955-2017)"
nations of innovtions,osama manzar,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"technological innovations, awards, competitions, information technology, south asia"
was ist ein hype?,c. bernd sucher,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"motion pictures, awards, mass media and publicity, toni erdmann (motion picture)"
stadt bauen 6: deutscher städtebaupreis 2016 : symposium soziale impulse durch städtebau : preisverleihung deutscher städtebaupreis 2016. / werner durth (hg.) ; im auftrag der akademie für städtebau und landesplanung,werner durth,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"architecture, history, city planning, awards, deutscher städtebaupreis, social aspects, germany, 21st century"
prix pictet 07: space,prictet group,https://covers.openlibrary.org/b/id/10725517-M.jpg,"Jul 15, 2017",english,"photography, artistic photography, awards, exhibitions, space, pictorial works"
healthy housing awards: 10th anniversary,"a. galiano garrigós, carmina revert",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"sustainable architecture, awards, domestic architecture, housing and health, competitions, spain, alicante"
2005-2016 premio coam: arquitectura contemporánea de madrid,edgar gonzález,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,spanish,"modern architecture, exhibitions, awards, spain, madrid"
vraveia architektonikēs 2017: architectural awards 2017,marianna mēliōnē,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,modern greek,"architects, architecture, awards, modern architecture, greece"
españa en la guerra civil europea: contribuciones de un hispanista,paul preston,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,spanish,"awards, history, relations, paul preston (1946-), spain, europe, 20th century, 1871-1918, 1918-1945"
"seismographie des hörspiels: 40 jahre hörspiel des monats, 1977-2017 : 30 jahre hörspiel des jahres, 1987-2017",christoph buggert,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"german radio plays, history and criticism, awards, mass media and the arts, history, radio authorship, language arts, mass media and literature, germany, german-speaking europe"
"premio braque, 1963-1997",lucie haguenauer,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,spanish,"premio braque, exhibitions, argentine art, young artists, art, awards, artists, france. ambassade (argentina), france, argentina, 20th century"
das schaffhauser haus: wertschöpfung und baukultur im werkraum schaffhausen,andreas jud,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"architecture, city planning, awards, switzerland, schaffhausen"
después de matar al oso pardo,josemaría camacho sevilla,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,spanish,"mexican fiction, awards, 21st century"
ephemere,"jáchym fleig, martina sprotte",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"exhibitions, installations (art), art, awards, jáchym fleig (1970-), germany"
"<script>alert(""!mediengruppe bitnik"");</script>: prix de la société des arts de genève 2017","aude launay, felicity lunn, boris magrini",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"exhibitions, new media art, art, awards, !mediengruppe bitnik, switzerland"
"20 godina ""miholjdanske povelje"": biser čelinačke kulture","jelena ivanković, borislav maksimović",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,serbian,"arts, awards, literary prizes, intellectual life, bosnia and herzegovina, čelinac, čelinac (bosnia and herzegovina)"
spektakuläre häuser: die sieger des häuser-award,bettina hintze,https://covers.openlibrary.org/b/id/8848288-M.jpg,"Mar 06, 2017",german,"domestic architecture, awards"
"the newbery and caldecott awards: a guide to the medal and honor books, 2017 edition",association for library service to child...,https://covers.openlibrary.org/b/id/8517549-M.jpg,"May 02, 2017",english,"awards, caldecott medal, newbery medal, children's literature, newbery medal books, caldecott medal, collier, bryan, children's literature -- awards"
chasing bocuse: america's journey to the culinary world stage,philip tessier,https://covers.openlibrary.org/b/id/14450218-M.jpg,2017,english,"cooks, cooking, bocuse d'or (competition) (2015 : lyon, france), competitions, awards, biography, cooks, biography, tessier, philip -- awards, cooks -- united states -- biography, cooking -- competitions -- france -- lyon, philip tessier, united states, lyon, france"
a grammy salute to music legends: all-star artists pay tribute to their musical heroes,david konjoyan,https://covers.openlibrary.org/b/id/14471472-M.jpg,2017,english,"popular music, entertainers, sound recording industry, musicians, awards, sound recordings, music, grammy awards, grammy awards, musicians -- awards, sound recordings -- awards, sound recording industry -- awards, popular music -- awards, music -- awards, entertainers -- awards"
trophy night,ryan howard,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"juvenile fiction, awards, baseball stories, children's fiction, baseball, fiction"
wildlife photographer of the year: portfolio 27,rosamund kidman cox,https://covers.openlibrary.org/b/id/8864832-M.jpg,"Dec 15, 2017",english,"awards, animals, pictorial works, nature, great britain, pictorial works"
uses of reason in the evaluation of artworks: commentaries on the turner prize,les gillon,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"art and society, art criticism, turner prize, art, awards"
architecture and plurality: aga khan award for architecture 2016,mohsen mostafavi,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"architecture, awards, history, architecture and society, aga khan award for architecture (organization)"
best american magazine writing 2017,"sid holt, the american so editors",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"american prose literature, journalism, awards"
slava,"kristina grozeva, petŭr vŭlchanov, decho taralezhkov",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,bulgarian,"drama, railroad construction workers, awards, bulgaria"
ren ri: kaiser ring scholar 2015,"bettina ruhrberg, ren ri",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"exhibitions, art, awards, bees in art"
under 30 xii. jeune art suisse,"daniel baumann, denis pernet",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"swiss art, exhibitions, art, awards"
queen sonja of norway and magne furuholmen: the queen sonja print award,magne furuholmen,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"scandinavian art, awards"
traumlos ohne takt: literarischer märz 20 : leonce-und-lena-preis 2017 : wolfgang-weyrauch-förderpreise 2017 : eine antholgie feiert geburtstag : ein rückblick,"christoph szalay, jan skudlarek, andra schwarz, peter benz, fritz deppert, christian döring, hanne f. juritz, jennifer de negri, darmstadt (germany)",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"german poetry, awards, literarischer märz, leonce-und-lena-preis, wolfgang-weyrauch-förderpreis, literary prizes, history, andra schwarz, jan skudlarek (1986-), christoph szalay, germany, darmstadt, 20th century, 21st century"
פרס דניאלי: רפואה עם לב לזכר דניאלי זוננפלד : היכרות ומידע,israel. miśrad ha-beriʼut,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,hebrew,"awards, medicine, daniʼeli zonenfeld, israel"
"עיר של מתנדבים: זוכי הפרס על שם זאב גלר, על עשיה התנדבותית למען הזולת בכפר סבא 2016־1985",moshe gromb,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,hebrew,"volunteers, awards, zeʼev geler, israel, kefar sava"
nicolas-born-preis 2017,"franzobel, julia wolf, alexander kos enina, lower saxony (germany). ministerium fu r...",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"awards, literary prizes, franzobel (1967-), julia wolf (1980-), germany, lower saxony"
gibore yiśraʼel meḳable tsiyun le-shevaḥ shel ha-aluf: heroes of israel recipients major general (aluf) citation,offer drori,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,hebrew,"medals, badges, decorations, biography, armed forces, israel. tseva haganah le-yiśraʼel, israel, soldiers, awards"
die deutschen friedensnobelpreiskandidaten im kaiserreich 1901-1918,thomas sirges,https://covers.openlibrary.org/b/id/13603453-M.jpg,2017,german,"nobel prizes, germany, biography, nobel prize winners, biography, pacifists, history, peace, awards"
young architects 17: authenticity,"architectural league of new york, meredith, michael, anne rieselbach",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"architecture, united states, architects, exhibitions, architecture, awards, history, young architects, architectural league prize for young architects and designers, architectural league prize for young architects and designers (uri) http://id.loc.gov/authorities/names/n2010082694 (uri) http://viaf.org/viaf/sourceid/lc|n2010082694"
"interview with mo ibrahim, interviewed by tarun khanna, london, united kingdom","mo ibrahim, tarun khanna, harvard business school",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"interviews, telecommunication, businessmen, corruption, entrepreneurship, infrastructure (economics), leadership, awards, new business enterprises, finance, personnel management, business, history, commerce, politics and government, statistics, celtel (firm), mo ibrahim foundation, mo ibrahim (1946-), africa, sub-saharan africa"
interviews with the abel prize laureates 2003-2016,martin raussen,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"mathematicians, interviews, mathematics, awards"
come vincere un nobel: il premio più famoso della scienza,massimiano bucchi,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,italian,"nobel prizes, nobel prize winners, science, awards"
"""es geht um's tun und nicht um's siegen"": erich-mu hsam-preis 2016 an konstantin wecker : erich-mu hsam-fo rderpreis 2016 an das lu becker flu chtlingsforum : stifter der preise : frank-thomas gaulin",erich-mu hsam-gesellschaft,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"awards, erich-mu hsam-preis, lu becker flu chtlingsforum, konstantin wecker, erich mu hsam (1878-1934)"
"adaptation, awards culture, and the value of prestige","colleen kennedy-karpat, eric sandberg",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,english,"literature, adaptations, history and criticism, film adaptations, stage adaptations, social influence, social status, prestige, awards, social aspects"
gai bian cong xin: 唐獎第二屆得主的故事,fangju xu,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,chinese,"award winners, biography, awards, taiwan"
פרס רוטשילד לחנוך ע״ש מקס רואו,yad ha-nadiv (organization : israel),https://openlibrary.org/images/icons/avatar_book-sm.png,2017,hebrew,"education, awards, teachers, max rowe, israel"
"kyōdo, chiiki bunka no shōjiten: a reference guide to awards and prizes of regional culture",nichigai asoshiētsu,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,japanese,"dictionaries, civilization, awards, japanese, japanese arts, local history, bunka seisaku-benran, hyōshō-benran, japan"
"kaspar hauser, ignaz wrobel, theobald tiger, peter panter, kurt tucholsky: bester preistra ger wo gibt : die verleihung des kurt tucholsky-preises 2011 an deniz yu cel : journalismus ist kein verbrechen : #free deniz und alle anderen","ulf poschardt, kurt tucholsky, kurt tucholsky-gesellschaft",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"journalism, awards, freedom of expression, freedom of the press, justice, influence, kurt tucholsky-gesellschaft, deniz yu cel (1973-), kurt tucholsky (1890-1935), germany"
bauherrenpreis '17,franziska leeb,https://openlibrary.org/images/icons/avatar_book-sm.png,2017,german,"bauherrenpreis der zentralvereinigung der architektinnen und architekten österreichs, exhibitions, architecture, competitions, awards, architects and builders, history, buildings, structures, modern architecture, buildings, austria, 21st century"
muammer çakı 10. uluslararası öğrenci seramik yarışması 2017,"emel şölenay, anadolu üniversitesi. güzel sanatlar fak..., turkey) muammer çakı uluslararası öğrenc...",https://openlibrary.org/images/icons/avatar_book-sm.png,2017,turkish,"ceramics, competitions, turkey, awards"
zabytek zadbany a.d. 2016,joanna piotrowska,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,polish,"architecture, awards, conservation and restoration, poland"
gad awards: grazer architektur diplompreis : eine dokumentation,"stefan peters, roger riewe, armin stocker",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"architecture, awards, austria, graz"
transforming lives with mobile,"gurpriya singh, osama manzar",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"wireless communication systems, technological innovations, awards, mobile apps, online social networks, case studies, south asia"
prémio de curadoria: curatorship prize : atelier-museu júlio pomar egeac - 2015,sara antónia matos,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,portuguese,"art museums, curatorship, awards, portugal"
premio fondazione henraux: in memoria di erminio cidonio,"manuela della ducata, nicola gnesi",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,italian,"marble sculpture, catalogs, sculpture, awards, premio fondazione henraux, italy, querceta, 21st century"
häuser des jahres,nils holger moormann,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"single family housing, designs and plans, domestic architecture, architecture, awards, haus des jahres (award), german-speaking europe, 21st century"
dutch design today: dutch design awards : why we create 2016,netherlands) dutch design week (2016 ein...,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"design, exhibitions, awards, decorative arts, industrial design, netherlands"
"zhongguo zui mei di shu, 2013-2015: the beauty of books in china, 2013-2015",shanghai (china). xin wen chu ban ju,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,chinese,"book design, awards, china"
30 anos: prêmio design museu da casa brasileira : trinta edições : 1986-2016,"chico homem de melo, marcos da costa braga, maria cecília loschiavo dos santos, otávio nazareth, giancarlo latorraca, miriam lerner",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,portuguese,"prêmio design museu da casa brasileira, history, design, industrial design, catalogs, awards, brazil, 20th century, 21st century"
"l'artiste itinérant: le prix du salon et les bourses du voyage distribuées par l'état français, 1874-1914, suivi d'un dictionnaire des lauréats du prix du salon et des bourses de voyage",alain bonnet,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,french,"art, awards, history, art and state, artists, social conditions, travel in art, france, 19th century"
update_6: new technological art award : international exhibition,"jean-marie dallet, isolde de buck",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"art and technology, exhibitions, history, art, awards, belgium, ghent, 21st century"
"la ville au plus près: palmarès des jeunes urbanistes, 2014-2016","isabel diaz, pia leweller",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,french,"palmarès des jeunes urbanistes, city planning, awards, history, france, 21st century"
"quaderno premio fiesole ai maestri del cinema, 1966-2016: cinquant'anni d'autore",fiesole (italy),https://openlibrary.org/images/icons/avatar_book-sm.png,2016,italian,"premio fiesole ai maestri del cinema, motion pictures, awards, history, italy, fiesole"
"25 jahre swiss press photo, 1991-2016: 25 ans swiss press photo, 1991-2016 = 25 anni swiss press photo, 1991-2016 = 25 years of swiss press photo, 1991-2016",fondation reinhardt von graffenried,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"photojournalism, catalogs, awards, switzerland"
bauherrenpreis '16,falk jaeger,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"bauherrenpreis der zentralvereinigung der architektinnen und architekten österreichs, exhibitions, architecture, awards, architects and builders, history, competitions, modern architecture, austria, 21st century"
premio ediciones larivière: festival de la luz 2016 : descubrimientos,marcos lópez,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,spanish,"premio ediciones larivière, photography, awards, artistic photography, catalogs, argentina, 21st century"
babits mihály és a san remo díj,gabriella haász,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,"hungarian,italian","awards, literary prizes, history, relations, fascism and culture, mihály babits (1883-1941)"
hay ekeghetsʻu pargevnerě = nagrady armi︠a︡nskoĭ t︠s︡erkvi = awards of the armenian church,nika babayan,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,armenian,"awards, armenian rite, arbitration and award, armenian church, catholic church, hay awetaranakan ekeghetsʻi"
the adaptable city: europan 13 results,didier rebois,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"city planning, competitions, architecture, awards, modern architecture, europe"
"arcaid images: architectural photography awards, 2012-2015","lynne bryant, amy croft, paul finch",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"architecture and photography, catalogs, architectural photography, awards, 21st century"
uppa: 5 years of photojournalism in uganda 2012-2016,anna kućma,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"photojournalism, awards, photojournalists, documentary photography, pictorial works, exhibitions, uganda"
"jāʼizat idārat marākiz al-tanmiyah al-usarīyah lil-buḥūth wa-al-dirāsāt, al-dawrah al-al-thālithat ʻashar 2016 m: al-qirāʼah bayna al-ʻālam al-wāqiʻī wa-al-ʻālam al-iftirāḍī","umaymah ʻānī, hudá ʻaqrūbī, wafāʼ yūsuf, aḥmad ʻamūsh",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,arabic,"electronic book readers, research, awards, books and reading, united arab emirates"
the best book designs from the netherlands and flanders 2015: de best verzorgde boeken van nederland en vlaanderen 2015,irma boom,https://covers.openlibrary.org/b/id/12982587-M.jpg,2016,english,"book design, awards, netherlands, flanders, europe"
dayton's spirit of community service and leadership,leo deluca,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"voluntarism, awards, leadership, history, presidents club of dayton (ohio), ohio, dayton, dayton (ohio), 20th century, 21st century"
prix thun für kunst und ethik: eine wachsende skulptur von george steinmann : der preisträger 2016 - oliver ressler,george steinmann; stange raimar; konrad tobler,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"austrian art, awards, art, moral and ethical aspects, oliver ressler"
und dann: vom verschwinden vom vater ; drei sind wir,wolfram höll,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"awards, german drama, mülheimer dramatikerpreis, history, german dramatists, case studies, wolfram höll (1986-), germany, 21st century"
"3 prix aica france de la critique d'art: 2013, 2014, 2015",raphaël cuir,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,french,"art criticism, art, awards, international association of art critics, france"
"prémio estação imagem 2016, viana do castelo",viana do castelo (portugal). câmara muni...,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,portuguese,"photojournalism, exhibitions, artistic photography, photography, awards, portugal"
wolf prize in physics,tsvi piran,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"physics, awards, wolf foundation prizes"
belize literary prize: short story & drama winners 2015,ix-chel poot,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"awards, short stories, belizean (english), belizean drama (english), literary prizes, ix-chel poot, misael canto, kalilah enriquez reynolds, janet phoenix, belize, 21st century"
stalinskie premii,pavel akhmanaev,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,russian,"stalin prize, history, awards, culture/theatre/cinema/music, history - 20th century, stalin prizes, soviet union"
bsi swiss architectural award 2016,nicola navone,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,"italian,english","modern architecture, exhibitions, architecture, awards, switzerland, 21st century"
saa awards 2012-2014,antonius richard rusli,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"architecture, awards, modern architecture, indonesia"
riba stirling prize 20,david chipperfield,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"architecture, great britain, stirling prize, architecture, awards, modern architecture"
beschimpft osterreich!: der skandal um die staatspreisrede thomas bernhards im marz 1968,olaf lahayne,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"authors, european, authors, biography, austrian literature, literary prizes, literature and society, appreciation, criticism and interpretation, austrian authors, biography, public opinion, awards, history, press coverage"
typography 37,type directors club (u.s.),https://covers.openlibrary.org/b/id/12807020-M.jpg,2016,english,"periodicals, awards, graphic design (typography), commercial art, layout (printing), type directors club (u.s.), graphic design (typography), layout (printing)"
graphis design annual 2017,b. martin pedersen,https://covers.openlibrary.org/b/id/12798120-M.jpg,2016,english,"design, awards, graphic arts, commercial art, industrial design, prix et récompenses"
"arles 2016, les rencontres de la photographie",rencontres de la photographie arles,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,french,"artistic photography, photography, awards, competitions"
il premio cremona (1939-1941): opere e protagonisti,rodolfo bona,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,italian,"premio cremona, history, italian painting, painting, awards, italy, cremona, 20th century"
ab morgen ...!: über theater für kinder in der zukunft,"stefan fischer-fels, kirstin hess, henrik adler",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"children's theater, forecasting, children's plays, theater, awards, grips theater, germany, berlin"
atlas: european union prize for contemporary architecture mies van der rohe award 1988-2015,"celia marín vega, marina romero",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"architecture, awards, history, mies van der rohe award for european architecture, europe, 21st century"
