title,author,cover_url,publish_date,language,subjects
"zanurzenie, naznaczenie, interpolacje: cykl wystaw laureaci w centrum uwagi 2019 = immersion, marking, interpolations : series of exhibitions laureates in the centre of attention 2019","zuzanna dyrda, marta anna raczek-karcz, katarzyna sokołowska",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,polish,"prints, awards, międzynarodowe triennale grafiki fast (ocolc)fst01408252, karol pomykała, zuzanna dyrda, marcin pazera"
"max-pechstein-förderpreis der stadt zwickau: 01.09. bis 27.10.2019, kunstsammlungen zwickau",kulturamt zwickau,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,german,"german art, exhibitions, art, awards, germany, zwickau, 21st century"
premio latinoamericano de arquitectura rogelio salmona: espacios abiertos / espacios colectivos : tercer ciclo 2018 = prêmio latino-americano de arquitetura rogelio salmona : espaços abertos / espaços coletivos : tercero ciclo 2018,claudia burgos ángel,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,spanish,"modern architecture, competitions, architecture, awards, history, colombia, latin america"
"felicità: beaux-arts de paris, beaux-arts de nantes saint-nazaire",olivia sanchez,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,french,"exhibitions, graduate work, art, awards, history, french art, artists, interviews, beaux-arts de paris (art school), école régionale des beaux-arts de nantes, france, 21st century"
"xx bijenale studentskog crteža srbije, 11-24. 5. 2019",maida gruden,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,serbian,"graphic arts, study and teaching, technique, awards, competitions, exhibitions, graphic artists, art students, college students' art, bijenale studentskog crteža srbije, serbia"
"eyüpsultan belediyesi ortaokul ve liseler arası ""dünya 5'ten büyüktür"" karikatür yarışması albümü 2019",eyüpsultan belediyesi,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,turkish,"caricatures and cartoons, exhibitions, awards, pictorial wit and humor, turkey"
"l'arte in gioco: per sviluppo, coesione sociale e benessere nella periferia urbana : premio di arte contemporanea = for the development, social cohesion and well-being of urban suburbs : prize for contemporary art",chiara pirozzi,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,italian,"premio l'arte in gioco, art, awards, italian art, dewey dell (dance group), niccolò de napoli (1986-), elena mazzi (1984-), italy, naples, 21st century"
positioner i ny dansk arkitektur: nykredit fonds arkitekturpriser 2007-2019,kristoffer lindhardt weiss,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,danish,"danish architecture, awards, art patronage, nykredit realkredit a/s, 21st century"
sten a olssons kulturstipendium 2019,"sara michaëlsson, magnus haglund",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,swedish,"swedish arts, exhibitions, arts, awards, sweden, 21st century"
prix de rome 2019: beeldende kunst = visual arts,"mirjam beerman, eleonoor jap sam",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,english,"prix de rome, exhibitions, arts, competitions, art, awards, netherlands"
"lorck schive kunstpris, 2013-2019","ingvill henmo, gustav svihus borgersen, beate petersen",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,norwegian,"norwegian art, exhibitions, awards, modern art, 21st century"
prémio sonae media art award 2019,anabela carvalho,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,portuguese,"multimedia (art), exhibitions, awards, video art, portugal"
ac arteam cup: contemporary art prize : 2019 · 5a edizione,"livia savorelli, matteo galbiati",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,italian,"italian art, exhibitions, art, awards, italy, sanremo, 21st century"
"le prix marcel duchamp 2019: éric baudelaire, katinka bock, marguerite humeau, ida tursic & wilfried mille",eric baudelaire,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,french,"prix marcel duchamp, exhibitions, french art, modern art, art, awards, france, 21st century"
"il premio suzzara e la sua influenza sul contesto socio-culturale: concorsi artistici, gallerie pubbliche e private, collezioni d'arte nella città del premio",giovanni avolio,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,italian,"premio suzzara, history, art, awards, art and society, italy, suzzara"
premio alberto j. trabucco 2019: otros soportes,argentina) premio alberto j. trabucco. o...,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,spanish,"exhibitions, video art, awards, computer art, installations (art), argentine art, diego alberti, argentina, 21st century"
battaglia foundry sculpture prize #03,rochelle goldberg,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,english,"artists' preparatory studies, catalogs, bronze sculpture, awards, 21st century"
chi zhi yi heng: tang jiang di san jie de zhu de gu shi = tang prize,yufang liang,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,chinese,"awards, award winners, biography, taiwan"
chamisso preis hellerau: literatur und migration 2018,walter schmitz,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,german,"chamisso preis/hellerau, german literature, awards, history and criticism, maría cecilia barbetta, germany, 21st century"
jādhibīyat al-farāgh fī al-taṣwīr al-ʻarabī al-muʻāṣir: khams ʻayyināt lil-fahm,ʻazīz azghāy,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,arabic,"art criticism, arab art, philosophy, modern art, artistic photography, painters, image (philosophy), awards, arab countries, united arab emirates"
design x50: designregio kortrijk award,"tim f. van mensbrugghe, jenke van den akkerveken",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,dutch,"product design, design, awards, belgium, west flanders"
stadt bauen 7: deutscher städtebaupreis 2018 : symposium : orte der bildung und kultur im städtebaulichen kontext : preisverleihung: deutscher städtebaupreis 2018,werner durth,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,german,"city planning, awards, architecture, history, deutscher städtebaupreis, social aspects, germany, 21st century"
les femmes lauréates du premier prix de rome de composition musicale: 1913-1966,carole bertho woolliams,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,french,"history, women composers, biography, prix de rome, music, awards, music by women composers, history and criticism, accademia di francia (rome, italy), france, 20th century"
saishin bunkashō jiten: 2011-2018 : a reference guide to japanese awards and prizes for humanities and social science : 2011-2018,nichigai asoshiētsu,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,japanese,"bunka kunshō, handbooks, manuals, history, humanities, awards, social sciences, japan, 21st century"
"guo ji a lei dian ying jie huo jiang zhongguo dian ying de wen hua chuan bo yan jiu, 2000-2016 = study on the international communication of chinese culture of award winning chinese films of class a international film festival (2000-2016)",bin fang,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,chinese,"motion pictures, awards, culture in motion pictures, reviews, china, 21st century"
"eu mies award 19: european union prize for contemporary architecture, mies van der rohe award","ivan blasi, anna sala giralt",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,english,"architecture, awards, history, mies van der rohe award for european architecture, europe, 21st century"
prémio estação imagem 2019 coimbra,coimbra (portugal). câmara municipal,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,portuguese,"photojournalism, exhibitions, artistic photography, photography, awards, portugal"
best highrises 2018/19: the international highrise award 2018,"peter cachola schmal, peter korner, maximilian liesner",https://covers.openlibrary.org/b/id/8798024-M.jpg,"Feb 05, 2019","english,german","internationaler hochhaus preis, exhibitions, skyscrapers, awards, modern architecture"
julian charrière: towards no earthly pole,"david breskin, ele carpenter, carson chan, peter galison, dehlia hannah, richard rhodes - undifferentiated, eric ellingsen, charles stankievech",https://openlibrary.org/images/icons/avatar_book-sm.png,2021,"english,german","exhibitions, glaciers, towards no earthly pole (motion picture), nuclear explosions in art, in art, art, awards"
best american magazine writing 2019,sid holt,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,english,"american prose literature, journalism, awards"
beazley designs of the year 2018,"england) staff design museum (london, aric chen, eleanor watson, deyan sudjic",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,english,"design, great britain, design, exhibitions, awards, industrial design"
unforgettable portraits,rosamund cox,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,english,"animals, pictorial works, nature, wildlife photography, awards, animaux, ouvrages illustrés, photographie de la nature, prix et récompenses"
designs of our time: beazley designs of the year,"tom wilson, mark cortes favis, england) staff design museum (london, deyan sudjic",https://covers.openlibrary.org/b/id/13912169-M.jpg,2019,english,"design, history, industrial design, design, great britain, design, history, awards"
beazley designs of the year 2019,"beatrice galilee, maria mclintock",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,english,"design, awards, industrial design"
how to manage a writing competition: a handbook to effective measurement of people innovation,mahmoud mansi,https://covers.openlibrary.org/b/id/15094610-M.jpg,"August 20, 2019",english,"awards, performance standards, competitions, creative writing"
"советские дипломы, грамоты, аттестаты...",павел ахманаев,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,"russian,english","awards, diplomatics, soviet union, russia"
cuarto gran premio nacional de periodismo gonzo 2018,"paul medrano, eduardo h. g., nuri emilia de la torre ramírez, mario panyagua, jaime garba, juan eduardo mateos flores, david álvarez, aldo rosales velázquez, alejandro armando gonzález castillo, 1 other",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,spanish,"journalism, awards, mexico, 21st century"
"cavalerii mării negre: ofiţeri de marină distinşi cu ordinul militar ""mihai viteazul""",marian moșneagu,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,romanian,"officers, biography, awards, ordinul ""mihai viteazul"", romania. marina"
im grenzbereich von literatur und politik: ernst-toller-preis-reden 1997-2018,"irene zanol, dieter distl",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,german,"awards, influence, award winners, biography, literary prizes, history, politics and literature, ernst toller (1893-1939), germany, bavaria, 20th century"
"acclaimed press coverage of latin american countries: pulitzer prize winning articles, cartoons and photos",heinz-dietrich fischer,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,english,"press coverage, caricatures and cartoons, pictorial works, pulitzer prizes, history, journalism, awards"
טקס ההוקרה השנתי על הישגים מיוחדים בשירות המדינה: מקבלי האותות והפרסים,israel. netsivut sherut ha-medinah,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,hebrew,"awards, civil service, israel"
nicolas-born-preise 2018 an christoph ransmayr und lisa kreissler,"alexander košenina, christoph ransmayr, lisa kreissler",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,german,"awards, christoph ransmayr (1954-), lisa kreissler (1983-)"
"minju wa inkwŏn ŭi hyŏnjang, namyŏng-dong taegongbunsil",kŭndae tosi kŏnch'uk yŏn'gu chaedan oe,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,korean,"totalitarianism and architecture, politics and government, public buildings, remodeling for other use, architectural design, awards, minju inkwŏn kinyŏmgwan (korea)"
judith schalansky trifft wilhelm raabe: der wilhelm raabe-literaturpreis 2018,hubert winkels,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,german,"wilhelm-raabe-literaturpreis, literary prizes, wilhelm raabe-literaturpreis, awards, criticism and interpretation, appreciation, wilhelm raabe (1831-1910), judith schalansky (1980-), hubert winkels (1955-)"
siewcy: laureaci nagrody ostrogskiego,anna radziukiewicz,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,"polish,belarusian","spirituality, orthodox eastern church, awards, award winners, kosti͡antyn ostrozʹkyĭ kni͡azʹ (1526-1608), poland"
prix de rome 2018: architecture,marijn veenhuijzen,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,"english,dutch","prix de rome (netherlands), exhibitions, modern architecture, awards, prix de rome (netherlands) fast (ocolc)fst01409876, prix de rome (netherlands) (2018)"
die ästhetik der autopoiesis: architekturbewertung in wettbewerben,marcus van reimersdahl,https://covers.openlibrary.org/b/id/10169508-M.jpg,"Jan 19, 2019",german,"architecture, competitions, awards"
der hahnenschrei: drei reden,arno geiger,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,german,"speeches, addresses, etc., german, austrian authors, awards, 21st century"
cyberarts 2018,"hannes leopoldseder, gerfried stocker, christine schöpf",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"computer art, awards, computer animation, technology and the arts"
children's book prizes: an evaluation and history of major awards for children's books in the english-speaking world,ruth allen,https://openlibrary.org/images/icons/avatar_book-sm.png,2019,english,"children's literature, children, books and reading, literary prizes, children's literature, english, awards, history, children's literature, american, children's literature, commonwealth (english), children, books and reading, evaluation, book industries and trade, littérature de jeunesse anglaise, prix et récompenses, histoire, littérature de jeunesse américaine, littérature de jeunesse du commonwealth (anglaise), enfants, livres et lecture, livres, industrie, literary criticism, european, english, irish, scottish, welsh"
posthumous nobel prize in chemistry: ladies in waiting for the nobel prize,"e. thomas strom, vera v. mainz, division of the history of chemistry sta...",https://openlibrary.org/images/icons/avatar_book-sm.png,2019,english,"chemistry, nobel prizes, awards, history, nobel prizes, nobel prize winners"
mao dun wen xue jiang yan jiu zi liao: maodun wenxuejiang yanjiu ziliao,nannan ren,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,chinese,"chinese literature, awards, history and criticism, 20th century"
pfalzpreis für bildende kunst 2018: malerei,heinz höfchen,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"german painting, exhibitions, painting, awards, germany, 21st century"
swiss architectural award 2018,nicola navone,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,italian,"modern architecture, exhibitions, architecture, awards, switzerland, 21st century"
"maxxi bvlgari prize 2018: talia chetrit, invernomuto, diego marcon",giulia ferracci,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,italian,"maxxi bvlgari prize, exhibitions, young artists, art, awards, invernomuto (group of artists), talia chetrit (1982-), diego marcon (1985-), italy, rome"
prix thun für kunst und ethik: eine wachsende skulptur von george steinmann : die preisträgerin 2018,ursula biemann,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"art, awards, video art, installations (art), ursula biemann (1955-), switzerland"
prémio award estação imagem 2018 coimbra,portugal) convento de são francisco (coi...,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,portuguese,"artistic photography, exhibitions, photography, awards, portugal, coimbra"
matthias wollgast: the steps with no name,matthias wollgast,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"exhibitions, installations (art), experimental films, art, awards, matthias wollgast (1981-), germany"
ausgezeichneter stahlbau 2018,bauforumstahl,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"iron and steel building, structural steel, modern architecture, architecture, awards, germany, 21st century"
häuser des jahres,max scharnigg,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"haus des jahres (award), domestic architecture, pictorial works, designs and plans, awards, german-speaking europe"
ars viva 2019: kulturkreis der deutschen wirtschaft im bdi e.v.,"niko abramidis & ne, mathilda legemah, sabeth buchmann",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,"german,english","exhibitions, modern art, awards, kulturkreis der deutschen wirtschaft im bundesverband der deutschen industrie, niko abramidis & ne (1987-), cana bilir-meier (1986-), keto logua (1988-), germany, 21st century"
antónio agostinho neto: uma vida por angola : condecorações e títulos honoríficos,fundação dr. antónio agostinho neto,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,portuguese,"awards, decorations of honor, pictorial works, antónio agostinho neto (1922-1979), angola"
volgogradt︠s︡y - kavalery ordena aleksandra nevskogo,a. v. materikin,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,russian,"stalingrad, battle of, volgograd, russia, 1942-1943, medals, awards, veterans, biography, world war, 1939-1945, medals, badges, decorations, soviet union. raboche-krestʹi︠a︡nskai︠a︡ krasnai︠a︡ armii︠a︡, soviet union, russia (federation), volgograd, volgograd (russia), stalingradskai︠a︡ oblastʹ"
signature art prize 2018: asia pacific breweries foundation,asia pacific breweries foundation,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"asian art, exhibitions, art, artists, biography, awards, central asia, pacific area, asia, 21st century"
"prix meret oppenheim 2018: schweizer grand prix kunst = grand prix suisse d'art = gran premio svizzero d'arte = grond premi svizzer d'art : sylvie fleury, thomas hirschhorn, luigi snozzi","sylvie fleury, manuela schlumpf, giovanni carmine",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"prix meret oppenheim, interviews, art, awards, swiss art, artists, sylvie fleury (1961-), thomas hirschhorn, luigi snozzi (1932-), switzerland, 21st century"
"es dauert, es ist riskant, es bleibt womöglich für immer: 2017/18",oliver kornhoff,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,"german,english","ceramic sculpture, exhibitions, art, awards, germany, rhineland-palatinate, 21st century"
was ist wahr: kunstpreis der erzdiözese freiburg 2019,isabelle von marschall,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"modern art, exhibitions, art and religion, art, awards, germany, freiburg im breisgau, 21st century"
31o prêmio design museu da casa brasileira,brazil) prêmio design museu da casa bras...,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,"portuguese,english","industrial design, exhibitions, awards, design, history, posters, brazil, 21st century"
young architects: support,architectural league of new york,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"architecture, awards, history, young architects, architectural league prize for young architects and designers, architectural league prize for young architects and designers. fast (ocolc)fst01776258, united states, 21st century"
międzynarodowy salon martwa natura w fotografii: international exhibition still life in photography : częstochowa 2018,"poland) międzynarodowy salon ""martwa nat...",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,polish,"still-life photography, artistic photography, competitions, awards"
[s]buk1: 1. međunarodno studentsko bijenale umetnosti knjige 08 - 20.11.2018. galerija doma kulture studentski grad = 1st international student biennale of artist book,"olivera batajić sretenović, maida gruden",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,multiple languages,"graphic arts, illustration of books, themes, motives, technique, awards, art students, college students' art, serbia"
"xix bijenale studentske grafike srbije, 12-31. 5. 2018","maida gruden, iva kijevčanin",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,serbian,"graphic arts, study and teaching, technique, awards, competitions, exhibitions, prints, graphic artists, art students, college students' art, bijenale studentske grafike srbije, serbia"
"kaiga, hanga no shōjiten",nichigai asoshiētsu,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,japanese,"japanese painting, handbooks, manuals, awards, japanese prints, award winners, painting, prints, kaiga-benran, hanga-benran, hyōshō-benran, japan, 1868-"
"maravara sasakom dvara pradatta sammana: (siropava, tazima, evam kuraba)",mahendrasiṃha taṃvara khetāsara,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,rajasthani,"awards, royal houses, india, jodhpur (district)"
"under 30: giovane arte svizzera, premio kiefer hablitzel 2017, xiii edizione = junge schweizer kunst, kiefer hablitzel preis 2017, xiii edition",elio schenini,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,italian,"swiss art, exhibitions, kiefer hablitzel preis, young artists, art, awards, switzerland, 21st century"
verleihung des elften würth-preises für europäische literatur an christoph ransmayr,stiftung würth,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"awards, european literature, christoph ransmayr (1954-)"
paramavīra cakra: bhāratīya laśkaranā 21 paramavīra śeradilonī śauryagāthā,harshala pushkarṇā,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,gujarati,"param vir chakra, biography, army, officers, medals, badges, decorations, heroes, awards, armed forces, india"
arteam cup: contemporary art prize : 2020 · 6a edizione,"matteo galbiati, livia savorelli, nadia stefanel",https://openlibrary.org/images/icons/avatar_book-sm.png,2020,italian,"italian art, exhibitions, art, awards, italy, forlì, 21st century"
povestea premiului nux,adrian munteanu,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,romanian,"awards, book industries and trade, exhibitions, adrian munteanu (1948-), italy, milan"
"villes et territoires en diagonale: pierre veltz, grand prix de l'urbanisme 2017, nominés jacques lévy, philippe madec, alfred peter","ariella masboungi, mireille guignard",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,french,"awards, grand prix de l'urbanisme, city planning, modern architecture, architecture, history, pierre veltz, france, 21st century"
bms '19: bakat muda sezaman = young contemporaries : open + lab,balai seni lukis negara (malaysia),https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"malaysian art, exhibitions, modern art, art, competitions, awards, artists, biography, young artists, art museum curators, malaysia, 21st century"
premio alberto j. trabucco 2018: dibujo,argentina) premio alberto j. trabucco. d...,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,spanish,"exhibitions, drawing, awards, argentine drawing, marcelo boullosa, argentina, 21st century"
young talent architecture award 2016,"ivan blasi, anna sala giralt",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"architecture, history, designs and plans, domestic architecture, housing, architecture and society, awards, young architects, europe, 21st century"
young talent architectture award 2018,"ivan blasi, anna sala giralt",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"architecture, history, designs and plans, domestic architecture, housing, architecture and society, awards, young architects, europe, 21st century"
prix littéraires du gouverneur général du canada: une bibliographie,"andrew david irvine, edmond rivère, stephanie tolman",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,french,"canadian literature, bibliography, awards"
tercer gran premio nacional de periodismo gonzo 2017,rodrigo islas brito,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,spanish,"journalism, awards, mexico, 21st century"
yayin ḥalomot: asupat sipurim zokhe peras gefen,rani graff,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,hebrew,"hebrew short stories, hebrew science fiction, hebrew fantasy fiction, peras gefen, science fiction, awards, fantasy fiction, israel"
"l'urbanisme des milieux vivants: agence ter (henri bava, michel hössler, olivier philippe) : grand prix de l'urbanisme 2018 : nominés, patrick bouchain, françois leclercq, jacqueline osty",ariella masboungi,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,french,"grand prix de l'urbanisme, urban landscape architecture, city planning, awards, agence ter (firm), henri bava (1957-), michel hoessler (1958-), olivier philippe (1954-), france"
zhenskie nagrady rossiĭskoĭ imperii za milosergie,s. s. levin,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,russian,"women, awards, history, women philanthropists, decorations of honor, medals, women medalists, miscellanea, russia, russia (federation)"
história crítica do prémio valmor,josé manuel pedreirinho,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,portuguese,"prémio valor, history, architecture, awards, portugal, lisbon"
battaglia foundry sculpture prize 2018,fonderia artistica battaglia,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"artists' preparatory studies, catalogs, bronze sculpture, awards, 21st century"
30 jaar heinekenprijs voor de kunst: 30 year heineken prize for art,"charlene de carvalho-heineken, diana franssen, alyxandra westwood",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,"dutch,english","dr. a.h. heinekenprijs voor de kunst, exhibitions, history, art, awards, dutch art, netherlands, 20th century, 21st century"
von gorbatschow bis biermann: der point-alpha-preis für die einheit deutschlands und europas,"jürgen aretz, christine lieberknecht",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"peace, awards, award presentations, germany, europe"
le village,corentin fohlen,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,french,"documentary photography, photography, awards, pictorial works, haiti, morne-à-cabri, france, morne-à-cabri (haiti)"
"toshokan, shuppan bunka no shōjiten: a reference guide to awards and prizes of libraries and publication culture",nichigai asoshiētsu,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,japanese,"libraries and publishing, directories, awards, japan"
"losing the nobel prize: a story of cosmology, ambition, and the perils of science's highest honor",brian keating,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"methodology, awards, nobel prizes, science, astronomy, big bang theory, cosmology, science, methodology, nobel prizes"
the family tabor,cherise wolas,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"families, secrecy, awards, fiction, fiction, family life, jews, fiction"
wildlife photographer of the year: unforgettable underwater photography,rosamund kidman cox,https://covers.openlibrary.org/b/id/8813461-M.jpg,"Sep 01, 2018",english,"underwater photography, marine animals, deep-sea animals, pictorial works, wildlife photography, awards, animals, fishes, marine photography, nature, photography, competitions"
wildlife photographer of the year: highlights 27,the natural history museum,https://covers.openlibrary.org/b/id/8812303-M.jpg,"Feb 01, 2018",english,"animals, pictorial works, nature, awards, great britain, pictorial works"
peace and me,"ali winter, mickael el fathi",https://covers.openlibrary.org/b/id/12477144-M.jpg,2018,english,"pacifists, biography, juvenile literature, nobel prize winners, history, peace, awards, non-fiction 7+"
newbery & caldecott awards: a guide to the medal and honor books,association for library service to child...,https://covers.openlibrary.org/b/id/13946149-M.jpg,2018,english,"awards, caldecott medal, newbery medal, children's literature, literary prizes, linda sue park"
ø ʹ đ đ ♭ ơ ʹ œ ø,ł ơ £ ♭ đ ʹ .,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,arabic,"decorations of honor, awards, za yid ibn sult đa n a l nahayya n (1918-2004), united arab emirates"
为中国而设计: di ba jie quan guo huan jing yi shu she ji da zhan ru xuan lun wen ji,"徐里, 苏丹, 中国美术家协会, 中国美术家协会. 环境艺术设计委员会, 广州美术学院, china) quan fuo huan jing yi shu she ji ...",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,chinese,"architecture, awards, architectural design, exhibitions, space (architecture), china"
the hugo boss prize 2018,solomon r. guggenheim museum,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,english,"hugo boss prize, modern art, awards, kunstpreis, bouchra khalili (1975-), simone leigh (1968-), teresa margolles (1963-), emeka ogboh (1977-), frances stark (1967-), wu tsang (1982-), 21st century"
wenn wir den atem anhalten: ulrich-grasnick-lyrikpreis 2017,"almut armélin, ulrich grasnick",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"german poetry, literary prizes, awards, ulrich grasnick, germany"
광복회 50년사,광복회 (korea),https://openlibrary.org/images/icons/avatar_book-sm.png,2018,korean,"history, korean resistance movements, 1905-1945, awards, medals, kwangbokhoe (korea), korean resistance movements (1905-1945) fast (ocolc)fst00988900 (uri) http://id.worldcat.org/fast/fst00988900 (uri) http://id.loc.gov/authorities/subjects/sh85073112, korea (south)"
"guang ying 40 nian: da zhong dian ying bai hua jiang, zhongguo dian ying jin ji jiang zui jia gu shi pian",zhongguo dian ying jia xie hui,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,chinese,"motion pictures, film festivals, awards, china, 20th century, 21st century"
co po cybisie?,"michał jachuła, małgorzata jurkiewicz, zachęta narodowa galeria sztuki (warsaw,...",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,polish,"polish painting, exhibitions, modern painting, painters, interviews, art, awards, poland, 20th century, 21st century"
anna guðjónsdóttir: greensleeves,anna guðjónsdóttir,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,"german,english,icelandic","exhibitions, abstract painting, art, awards, icelandic painting, anna guðjónsdóttir (1958-), iceland, germany"
"ארטיק 2: תערוכת הזוכים במלגות קרן התרבות אמריקה־ישראל, מפעל המלגות ע״ש שרת בתחומים : אמנות, צילום, תקשורת חזותית, עיצוב במה, עיצוב תעשייתי, עיצוב קרמי, עיתוב מתכת, עיצוב טקסטיל, מולטמדיה ואדריכלות","smadar sheffi, america-israel cultural foundation",https://openlibrary.org/images/icons/avatar_book-sm.png,2018,hebrew,"architecture, awards, art, industrial design, exhibitions, israel"
sustainable design 6: vers une nouvelle éthique pour l'architecture et la ville = towards a new ethics for architecture and the city,marie-hélène contal,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,"french,english","sustainable design, sustainable architecture, global award for sustainable architecture, competitions, awards, france"
"an informal history of the hugos: a personal look back at the hugo awards, 1953-2000",jo walton,https://covers.openlibrary.org/b/id/15123552-M.jpg,2018,english,"english fantasy fiction, hugo award, books and reading, fantasy fiction, history and criticism, chronology, science fiction, awards, english science fiction, history, science fiction, history and criticism, jo walton"
bauherrenpreis '18,vienna insurance group,https://openlibrary.org/images/icons/avatar_book-sm.png,2018,german,"bauherrenpreis der zentralvereinigung der architektinnen und architekten österreichs, exhibitions, austrian architecture, modern architecture, architecture, competitions, awards, austria, 21st century"
cyberarts 2017: international compendium prix ars electronica,"hannes leopoldseder, christine schöpf, gerfried stocker",https://covers.openlibrary.org/b/id/9175595-M.jpg,"Jan 23, 2018",english,"computer art, computer animation, awards, technology and the arts"
