title,authors,publisher,publishedDate,description,categories,pageCount,language,previewLink,averageRating,ratingsCount
The Writer,,,1922,,Authorship,204.0,en,http://books.google.de/books?id=_7NUAAAAYAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=175&source=gbs_api,,
The Christian Century,,,1930,,Theology,742.0,en,http://books.google.de/books?id=yGs5AQAAIAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=177&source=gbs_api,,
Italica,,,1928,"""Bibliography of Italian studies in America"" in each number, 1924-1948.",Electronic journals,564.0,en,http://books.google.de/books?id=Ga7JG_WIj3wC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=178&source=gbs_api,,
"The Phoenix Award of the Children's Literature Association, 1990-1994","Alethea Helbig, Agnes Perkins",,1996,"One or more critical reviews of the children's novels that won the award and up to two books honored in each of the five years. Also includes biographical sketches of the authors, a list of their books, and in some cases their acceptance speech. The awards are chosen by a committee of the Children's Literature Association. No index. Annotation copyright by Book News, Inc., Portland, OR",Children,0.0,en,http://books.google.de/books?id=Rn56QgAACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=179&source=gbs_api,,
Report of the Secretary for Native Affairs and Chief Native Commissioner,Southern Rhodesia. Department of Native Affairs,,1958,,Indigenous peoples,126.0,en,http://books.google.de/books?id=KTxDAQAAIAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=180&source=gbs_api,,
Outlook and Independent,,,1930,,American periodicals,768.0,en,http://books.google.de/books?id=RIhyvPyiddYC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=201&source=gbs_api,,
The Crisis,William Edward Burghardt Du Bois,,1930,,African Americans,1282.0,en,http://books.google.de/books?id=q4quzZCHcDEC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=202&source=gbs_api,,
Educational Work,,,1906,,School management and organization,404.0,en,http://books.google.de/books?id=6VpIAQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=203&source=gbs_api,,
Publishers' Circular,,,1922,,Bibliography,668.0,en,http://books.google.de/books?id=81Y2AQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=204&source=gbs_api,,
Outlook,,,1929,,,734.0,en,http://books.google.de/books?id=4zr2dHv5TA4C&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=205&source=gbs_api,,
Report,Commonwealth Shipping Committee,,1917,,Shipping,850.0,en,http://books.google.de/books?id=dggyAQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=206&source=gbs_api,,
"Reports of the Chief Registrar of Friendly Societies, for the Year Ending ...",Friendly Societies' Registry Office (Great Britain),,1914,,Fraternal insurance,726.0,en,http://books.google.de/books?id=z5cRAQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=207&source=gbs_api,,
"Reports of the Chief Registrar of Friendly Societies, for the Year Ending",Registry of Friendly Societies (Great Britain),,1917,,Fraternal organizations,600.0,en,http://books.google.de/books?id=KZkRAQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=209&source=gbs_api,,
Lambda Literary Awards,Source Wikipedia,University-Press.org,2013-09,"Please note that the content of this book primarily consists of articles available from Wikipedia or other free sources online. Pages: 69. Chapters: Lambda Literary Award winners, Adrienne Rich, Luis Cernuda, Alison Bechdel, Laurie R. King, David Rakoff, List of Lambda Literary Award winners, List of Lambda Literary Awards winners and nominees for science fiction, fantasy and horror, Dan Savage, David Sedaris, Matthew Stadler, Dennis Cooper, Sarah Waters, Tristan Taormino, Stephen Whittle, June Jordan, Michael Thomas Ford, Colm Toibin, Karin Kallmaker, Cheri DiNovo, Michael Nava, Alex Sanchez, Andrew Solomon, Edmund White, Katherine V. Forrest, Barbara Grier, David B. Feinberg, E. Lynn Harris, Craig Rodwell, Charlie Anders, Joan Larkin, Joe Keenan, Jennifer Finney Boylan, Naiad Press, Mark Doty, Dale Peck, David Levithan, Doug Wright, Allan Gurganus, J. D. McClatchy, Jamie O'Neill, Henri Cole, Minnie Bruce Pratt, Lillian Faderman, Christopher Rice, Alicia Gaspar de Alba, Julie Anne Peters, Rob Byrnes, Neil Miller, John D'Emilio, Ellen Hart, Abigail Garner, Radclyffe, Fenton Johnson, Christopher Bram, Bella Books, Will Roscoe, Jim Grimsley, Melissa Scott, Achy Obejas, George Stambolian, Michael Lassell, Richard Siken, Timothy James Beck, Shyam Selvadurai, Blair Mastbaum, Julia Watts, Betty Berzon, Michael Rowe, Stacey D'Erasmo, Rebecca Brown, Abha Dawesar, Fiona Zedde, Lisa A. Barnett, Ken Stone, Billy Merrell, Anne Laughlin, Bob Smith, Matthew Hays, Anthony Bidulka, Bernard Cooper, Bonnie Shimko. Excerpt: David Rakoff (born November 27, 1964) is a Canadian-born writer based in New York City who is noted for his humorous, sometimes autobiographical non-fiction essays. Rakoff is an essayist, journalist, and actor and is a regular contributor to Public Radio International's This American Life. Rakoff has described himself as a ""New York writer"" who also happens to be a ""Canadian writer,"" a ""Jewish writer,"" a ""gay writer'"" and an ""East Asian Studies major who has...",,70.0,en,http://books.google.de/books?id=Et76ngEACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=211&source=gbs_api,,
The New Republic,Herbert David Croly,,1919,,Periodicals,462.0,en,http://books.google.de/books?id=TLGAoclN48kC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=212&source=gbs_api,,
Fortnight,,,1949,,California,1024.0,en,http://books.google.de/books?id=IT87AQAAIAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=213&source=gbs_api,,
Collected Prose,Paul Auster,Macmillan + ORM,2010-06-22,"The expanded edition of an essential collection of writings, essays, and interviews from Paul Auster, one of the finest thinkers and stylists in contemporary letters. The celebrated author of The New York Trilogy, The Book of Illusions, and 4 3 2 1 presents here a highly personal collection of essays, prefaces, true stories, autobiographical writings, and collaborations with artists, as well as occasional pieces written for magazines and newspapers, including his ""breathtaking memoir"" ( Financial Times), The Invention of Solitude. Ranging in subject from Sir Walter Raleigh to Kafka, Nathaniel Hawthorne to the high-wire artist Philippe Petit, conceptual artist Sophie Calle to Auster's own typewriter, the World Trade Center catastrophe to his beloved New York City itself, Collected Prose records the passions and insights of a writer who ""will be remembered as one of the great writers of our time"" ( San Francisco Chronicle).",Literary Collections,544.0,en,http://books.google.de/books?id=U_IjHSmSsAAC&printsec=frontcover&dq=literary+award+books&hl=&as_pt=BOOKS&cd=214&source=gbs_api,,
The Passage of Love,Alex Miller,Allen & Unwin,2017-10-25,"A thoughtful autobiographical work by an award-winning Australian novelist...traces themes of art and commitment through Crofts' relationships with three women. Miller pulls back from the narrative several times in interludes that return to the first person of the much older man and highlight how memory has many layers. A rich addition to the growing shelf of autofiction from a seasoned storyteller.' Kirkus, starred review Sitting in a New York park, an old man holds a book and tries to accept that his contribution to the future is over. Instead, he remembers a youthful yearning for open horizons, for Australia, a yearning he now knows inspired his life as a writer. Instinctively he picks up his pen and starts at the beginning... At twenty-one years, Robert Crofts leaves his broken dreams in Far North Queensland, finally stopping in Melbourne almost destitute. It's there he begins to understand how books and writing might be the saving of him. They will be how he leaves his mark on the world. He also begins to understand how many obstacles there will be to thwart his ambition. When Robert is introduced to Lena Soren, beautiful, rich and educated, his life takes a very different path. But in the intimacy of their connection lies an unknowability that both torments and tantalises as Robert and Lena long for something that neither can provide for the other. In a rich blend of thoughtful and beautifully observed writing, the lives of a husband and wife are laid bare in their passionate struggle to engage with their individual creativity. Alex Miller is magnificent in this most personal of all novels filled with rare wisdom and incisive observation. Praise for Coal Creek: 'a fine achievement' - Sydney Morning Herald 'a story that will linger in your mind' - Good Reading magazine 'The intelligence of the author haunts the novel, like an atmosphere.' - Australian Book Review",Fiction,494.0,en,http://books.google.de/books?id=26EtDwAAQBAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=215&source=gbs_api,,
Air Pictorial,,,1962,,Aeronautics,436.0,en,http://books.google.de/books?id=w2cPAAAAIAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=216&source=gbs_api,,
Other Colours Signed,Orhan Pamuk,,2007-09-01,,,448.0,en,http://books.google.de/books?id=t_eKHwAACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=217&source=gbs_api,,
Summertime,J. M. Coetzee,National Geographic Books,2010-10-26,"""Not since Disgrace, has he written with such urgency and feeling."" -The New Yorker J.M. Coetzee's latest novel, The Schooldays of Jesus, is now available from Viking. Late Essays: 2006-2016 will be available January 2018. Nobel Prize-winning author J. M. Coetzee's new book follows a young biographer as he works on a book about the late writer, John Coetzee. The biographer embarks on a series of interviews with people who were important to Coetzee during the period when he was ""finding his feet as a writer""-in his thirties and sharing a run-down cottage in the suburbs of Cape Town with his widowed father. Their testimonies create an image of an awkward, reserved, and bookish young man who finds it difficult to connect with the people around him. An innovative and inspired work of fiction-incisive, elegant, and often surprisingly funny- Summertime allows one of the most revered writers of our time to imagine his own life with a critical and unsparing eye.",Fiction,0.0,en,http://books.google.de/books?id=AamMEAAAQBAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=218&source=gbs_api,,
Night for Day,Patrick Flanery,,2019-08-22,A feverish vision of McCarthy-era Hollywood...,Belonging (Social psychology),672.0,en,http://books.google.de/books?id=mwd3xgEACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=219&source=gbs_api,,
Shooting the Fox,Marion Halligan,Allen & Unwin,2011-06-01,"On love and loss, sex and death, food and gardening . a new collection by Australia's most assured short-story writer. 'Why did Bluebeard kill his wives? Because that's what he did. It's a given. It's the plot. Until the lucky one, who is saved. The even more interesting question is: why did Mrs Bluebeard feel utterly unable to resist opening the door? Don't we all think, when it comes to these stories, that we'd have made it work? So much freedom, and one tiny forbidden thing. Not important, a token in fact. So easy to obey so small a prohibition. We think, if I had been Eve I wouldn't have picked the fruit of the tree of the knowledge of good and evil, I wouldn't have given a piece to Adam. I and my progeny down the millennia would still be multiplying fruitfully in the Garden of Eden.' Life in all its richness is reflected in this superb new collection from one of Australia's most acclaimed short story writers. Love and loss, sex and death, and the great pleasures of food, wine and reading all populate its pages. Shooting the Fox is brimming with surprising characters - the virgin and the pornographer, the adulterer, the translator, the defecting diplomat - and the inconveniences of modernity. In the end, though, it is a collection of stories about happiness, its circuitous routes, its surprising outcomes, and the consequences when we fail in its pursuit.",Fiction,235.0,en,http://books.google.de/books?id=97c7zaGnRCUC&printsec=frontcover&dq=literary+award+books&hl=&as_pt=BOOKS&cd=220&source=gbs_api,,
The Other Side of the World,Stephanie Bishop,Hachette UK,2015-06-30,"WINNER - Readings Prize for New Australian Fiction 2015 Shortlisted - The Victorian Premier’s Literary Award 2015 Shortlisted - ABIA Literary Fiction Book of the Year 2016 Longlisted - The Stella Prize 2016 A story of melancholy beauty that proves the only thing harder than losing home is trying to find it again. Cambridge, 1963. Charlotte is struggling. With motherhood, with the changes marriage and parenthood bring, with losing the time and the energy to paint. Her husband, Henry, wants things to be as they were and can't face the thought of another English winter. A brochure slipped through the letterbox slot brings him the answer: 'Australia brings out the best in you'. Despite wanting to stay in the place that she knows, Charlotte is too worn out to fight. Before she has a chance to realise what it will mean, she is travelling to the other side of the world. Arriving in Perth, the southern sun shines a harsh light on both Henry and Charlotte and slowly reveals that their new life is not the answer either was hoping for. Charlotte is left wondering if there is anywhere she belongs and how far she'll go to find her way home . . . 'profoundly moving ... a literary tour de force' - Australian Women's Weekly 'the precision and flair of the writing is breathtaking' - Weekend Australian 'a mature and accomplished debut' - Hobart Mercury",Fiction,172.0,en,http://books.google.de/books?id=kBOMBgAAQBAJ&printsec=frontcover&dq=literary+award+books&hl=&as_pt=BOOKS&cd=241&source=gbs_api,,
The House on Mango Street,"Sparknotes, Sandra Cisneros",Spark Notes,2005,,Fiction,76.0,en,http://books.google.de/books?id=6an6lK8oh1wC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=242&source=gbs_api,,
The Imitation Game,Ian McEwan,Jonathan Cape,1981,,Drama,184.0,en,http://books.google.de/books?id=9xdbAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=243&source=gbs_api,,
Thunder and Light,Marie-Claire Blais,House of Anansi,2018-08-04,"The second volume in the beloved novelist Marie-Claire Blais’s prize-winning novel cycle — acclaimed as one of the greatest undertakings in modern Quebec fiction — reissued in a handsome A List edition. Originally published in 2001, Thunder and Light is the second volume in Marie-Claire Blais’s prize-winning Soifs series, hailed as one of the greatest undertakings in modern Quebec fiction. Powered by its characters’ gripping exploration of the world’s dark corners, the novel is a teeming microcosm in which boundaries collapse and the extremes and contradictions that animate our times are reconciled. Blais locks us directly into the consciousness of her characters, many of whom we met in her previous novel, These Festive Nights, and many that she derives from actual news stories: Jessica, a seven-year-old attempting to beat the world record as the youngest pilot to cross the continent; Nathanaël, a teenager on death row for killing his favourite teacher; Our Lady of the Bags, a modern-day Joan of Arc who lives among Manhattan’s skyscrapers and follows the voices in her head; and Caroline and Jean-Mathieu, aging artists who are fighting to come together again. One character’s thoughts or actions have consequences for another 3,000 miles away who is a complete stranger to the first. This is an intricate house of cards, delicately but expertly constructed, that shocks us in its perversity and familiarity, ultimately finding hope and redemption in the most human and basic forms of art.",Fiction,198.0,en,http://books.google.de/books?id=66-aDwAAQBAJ&printsec=frontcover&dq=literary+award+books&hl=&as_pt=BOOKS&cd=244&source=gbs_api,,
Incommunicado,Randall Platt,Simon and Schuster,2014-11-04,"Just about everyone is incommunicado in the small, sleepy Oregon coastal town of Sea Park during winter. Until Pearl Harbor, that is, when it springs to patriotic life. But is Ruby Opal Pearl (a.k.a. Jewels) Stokes the only person to see what’s really happening here? Tommy Kasamoto, the one person in her life who has provided security, shelter, and a smidgeon of respect—and who owns the biggest resort on the coast—is now the cause of the town’s rage. Tommy’s Japanese ancestry makes him the prime target of an angry mob, not to mention he’s also rich, has a shady past, and everyone in town owes him money. As the town's patriotism blossoms into paranoia and turns violent, Jewels has to do something to protect Tommy from internment (or worse), even if that something is going up against the town and the government, not to mention the FBI. Thus begins a fourteen-year-old girl’s war within a war. Randall Platt’s Incommunicado is both timely and timeless. It's about the meaning of courage and the willingness to stand up for what's right, even when it goes against the prevailing attitudes of the time and place. It's also about the insidious way groups and communities can nurture ignorance and prejudice. But most of all, it’s an adventure story set in a town full of unforgettable characters, during a time of great intrigue and peril, no matter which enemy or on what front you fight. Sky Pony Press, with our Good Books, Racehorse and Arcade imprints, is proud to publish a broad range of books for young readers—picture books for small children, chapter books, books for middle grade readers, and novels for young adults. Our list includes bestsellers for children who love to play Minecraft; stories told with LEGO bricks; books that teach lessons about tolerance, patience, and the environment, and much more. While not every title we publish becomes a New York Times bestseller or a national bestseller, we are committed to books on subjects that are sometimes overlooked and to authors whose work might not otherwise find a home.",Juvenile Fiction,210.0,en,http://books.google.de/books?id=LSyCDwAAQBAJ&printsec=frontcover&dq=literary+award+books&hl=&as_pt=BOOKS&cd=245&source=gbs_api,,
The Pages,Murray Bail,Vintage Canada,2009-08-06,"Murray Bail’s first novel since Eucalyptus is a beguiling meditation on friendship and love, on men and women, on landscape and the difficulties of thought itself. What are THE PAGES? On a family sheep station in the interior of Australia, a brother and sister work the property while their reclusive brother Wesley Antill, spends years toiling away in one of the sheds, writing a philosophy. Now he has died. Erica, a philosopher, is sent from Sydney to appraise his work. Accompanying her is Sophie who needs a distraction from a string of failed relationships. Her field is psychoanalysis. These two women, each with a different view of the world, meet a situation they have not experienced before — with surprising results. From the Hardcover edition.",Brothers and sisters,208.0,en,http://books.google.de/books?id=bzP3XwAACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=246&source=gbs_api,,
The Lost Life,Steven Carroll,HarperCollins Australia,2012-12-18,"A story about love, chance and T.S. Eliot. England, September 1934. Two young lovers, Catherine and Daniel, have trespassed into the rose garden of Burnt Norton, an abandoned house in the English countryside. Hearing the sound of footsteps, they hide, and then witness the poet T.S. ('Tom') Eliot and his close friend Emily enter the garden and bury a mysterious tin in the earth. Tom and Emily knew each other in America in their youth; now in their forties, they have come together again. In the enclosed world of an English village one autumn, their story becomes entwined with that of Catherine and Daniel, who are certain in their newfound love and full of possibility. From one of Australia's finest writers, this is a moving, lyrical novel about poetry and inspiration, the incandescence of first love and the yearning for a life that may never be lived. 'Beautiful and poetically attentive novel' Australian Literary Review. 'A fine work ... Carroll's prose has a sublime rhythmic quality - it is lyrical and precise, almost as if he has sung words onto the page.' Australian Book Review Shortlisted for Barbara Jefferis Award Shortlisted for ALS Gold Medal 2010",Fiction,164.0,en,http://books.google.de/books?id=gv-lAj17NicC&dq=literary+award+books&hl=&as_pt=BOOKS&cd=247&source=gbs_api,,
Simon Makes Music,Gilles Tibo,Turtleback Books,1995,"Simon, the little boy with impossible dreams, has charmed children around the world. Simon books have won The Governor General's Literary Award for Illustration in Canada and the Owl Prize in Japan; and were chosen for the prestigious Illustrators Exhibit in Bologna, Italy.",,0.0,en,http://books.google.de/books?id=KVYLAAAACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=248&source=gbs_api,,
The Good Parents,Joan London,Atlantic Books,2009,"From the author of 'Gilgamesh' comes 'The Good Parents', a tale of loss and longing that gets right to the heart of the struggle to belong.",Australia,0.0,en,http://books.google.de/books?id=Am0SQAAACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=249&source=gbs_api,,
A Russian Sister,Caroline Adderson,HarperCollins Publishers,2022-09-15,"In this witty and colourfully peopled novel, Caroline Adderson effortlessly plunges the reader into a nineteenth-century Russian tragicomedy. Aspiring painter Masha C. is blindly devoted to Antosha, her famous writer-brother. Through the years Antosha takes up with numerous women from Masha's circle of friends, yet none of these relationships threaten the siblings' close ties until the winter he falls into a depression. Then Masha invites into their Moscow home a young woman who teaches with her--the beautiful, vivacious and deeply vulnerable Lika Mizanova--with the express hope she might help Antosha recover. The appearance of Lika sets off a convolution of unrequited love, jealousy and scandal that lasts for seven years. If the famously unattainable writer has lost his heart to Lika as everyone claims, why does he undertake a life-threatening voyage to Sakhalin Island? And what will happen to Masha if she is demoted from ""woman of the house"" to ""spinster sister""? While Antosha and Lika push and pull, Masha falls in love herself--with a man and with a mongoose--only to have her dreams crushed twice. From her own heartbreak Masha comes to recognize the harm that she has done to her friends by encouraging their involvement with Antosha, but it is too late for Lika, who will both sacrifice herself for love and be immortalized as the model for Nina in Chekhov's The Seagull. A Russian Sister offers a clever commentary on the role of women as prey for male needs and inspiration, a role they continue to play today. At the same time the novel is a plea for sisterhood, both familial and friendly. Chekhov's The Seagull changed the theatre. A Russian Sister gives the reader a glimpse behind the curtain to the fascinating real-life people who inspired it and the tragedy that followed its premiere.",,384.0,en,http://books.google.de/books?id=0zkgzgEACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=250&source=gbs_api,,
Eudora Welty,Suzanne Marrs,Houghton Mifflin Harcourt,2006,"In this definitive account of the life of one of the finest writers of the 20th century, Marrs restores Eudora Welty's story to human proportions, tracing Welty's history from her roots in Jackson, Mississippi, to her rise to international stature.",Biography & Autobiography,692.0,en,http://books.google.de/books?id=ANDBdnute9AC&printsec=frontcover&dq=literary+award+books&hl=&as_pt=BOOKS&cd=251&source=gbs_api,,
Everything That Rises,Joseph Stroud,,2019,"The poems in Joseph Stroud's sixth book, Everything That Rises, explore living in a mortal world, the passage of time, aging, the experience of loss, the power of memory, and the redemptive possibilities of poetry. The book is sequenced into six sections, each distinctive in theme and style. It includes a variety of forms, from six-line lyrics, prose poems, slender vertical poems, odes, homages, reveries, and longer narrative, ruminative works. One section presents translations from Virgil, Catullus, Tu Fu, Pablo Neruda, and poems from the ancient Sanskrit and Tamil. Wide-ranging in subject, setting, and literary and cultural allusion, Stroud's poems move quietly, reverently across the earth and through time with a keen observation and wonder at the world's luminous presence.",Poetry,160.0,en,http://books.google.de/books?id=9IZrwQEACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=252&source=gbs_api,,
In the Red Kitchen,Michèle Roberts,,1990,,Fiction,168.0,en,http://books.google.de/books?id=qVJbAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=253&source=gbs_api,,
The Black Book,Orhan Pamuk,Vintage,2006-07-11,"Galip roams Istanbul in search of his missing wife. ""An inventive and . . . exuberant modern national epic"" (""London Sunday Times""); ""one of the world's finest writers"" (""New Statesman"").",Fiction,484.0,en,http://books.google.de/books?id=EnCBAAAAIAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=254&source=gbs_api,3.5,7.0
The Book of the Angel,Medbh McGuckian,,2004,"""These poems use the millennial standpoint to contemplate the eternally unfathomable mystery of the Incarnation. The divine and secular are held in solution by a series of vignettes of the Annunciation, followed by a visitation to the most this-worldly and carnal paradise of Hollywood, Los Angeles."" ""Included are responses to the apocalyptic wars engendered by September 11, but ultimately the book's focus is on personal triumph over the forces of dissolution and the possibility for human salvation through the advent into this life of extraordinary and exceptionally loveable individuals, who may or may not be akin to what we mean by 'angels'.""--BOOK JACKET.",Poetry,98.0,en,http://books.google.de/books?id=KjohAQAAIAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=255&source=gbs_api,,
The Ancestor Game,Alex Miller,,2016-12,"Described as 'one of the most engrossing books I've read in a long time' (Robert Dessaix), is an enthralling journey into the ancestral dreams and present dilemmas of a rich cast of characters. Now presented in a glorious hardcover edition to celebrate 25 years since its first publication.",,320.0,en,http://books.google.de/books?id=GbFKvgAACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=256&source=gbs_api,,
The Blue Fox,Sjón,"Farrar, Straus and Giroux",2013-04-30,"Set against the stark backdrop of the Icelandic winter, an elusive, enigmatic fox leads a hunter on a transformative quest. At the edge of the hunter's territory, a naturalist struggles to build a life for his charge, a young woman with Down syndrome whom he had rescued from a shipwreck years before. By the end of Sjón's slender, spellbinding fable of a novel, none of their lives will be the same. Winner of the 2005 Nordic Council Literature Prize—the Nordic world's highest literary honor—The Blue Fox is part mystery, part fairy tale, and the perfect introduction to a mind-bending, world-class literary talent.",Fiction,128.0,en,http://books.google.de/books?id=mClftfWGbW8C&printsec=frontcover&dq=literary+award+books&hl=&as_pt=BOOKS&cd=257&source=gbs_api,,
Naughty,Rochelle Alers,Harlequin,2014-12-30,"In this dramatic African American romance, a Hollywood party girl’s rollercoaster life may lead her to love or loss. Parties, paparazzi, red-carpet catfights and shocking sex tapes—wild child Breanna Parker is always in the spotlight, except where her celebrity parents are concerned. Beautiful and talented in her own right, Bree has used her antics to gain attention from her R & B–diva mother and record-producer father. But now, as her whirlwind marriage to a struggling actor implodes, Bree is ready to live life on her own terms, and the results will take everyone—including Bree—by surprise. Abandoning her party-girl ways, Bree moves to Rome—where she meets Reuben, a charismatic, compassionate artist. They become partners—in and out of bed—and launch a sexy lingerie line, Naughty, that becomes an international success. But when they return to the United States, Bree is confronted by a new and devastating scandal. And preserving everything she’s worked so hard for will be the biggest challenge she’s ever faced . . . Praise for Rochelle Alers “Rochelle Alers is the African-American Danielle Steel.” —Rolling Out",Fiction,209.0,en,http://books.google.de/books?id=onB-BAAAQBAJ&printsec=frontcover&dq=literary+award+books&hl=&as_pt=BOOKS&cd=258&source=gbs_api,,
Black Dogs,Ian McEwan,,2003,,France,232.0,en,http://books.google.de/books?id=V45MPgAACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=259&source=gbs_api,,
Ellen in Pieces,Caroline Adderson,Patrick Crean Books,2014,"In this witty, compelling and genre-bending novel, a single mother navigates the loves, lusts and losses of middle age to arrive at a final, bittersweet contentment. Ellen McGinty: sexy, impulsive, loud-mouthed, chock full of regrets. In middle age she sells the house she raised her daughters in, slips off the shell of her old life, and steps out for a first, tentative foray into real contentment-directly into the path of a man twenty years her junior. Her story explodes into multiple points of view. Through the eyes of her lover, Matt, her ex-husband, Larry, her two daughters (one a former addict), her grandson, and a friend who both supports and betrays her, we watch Ellen negotiate the middle years of her tumultuous life as the pieces of who she is finally come together. In its entirety, Ellen in Pieces explores love in its varied forms, the nature of regret (and the possibility of recovery from it), and that greatest human test, mortality. Exquisitely written, absorbing and intelligent, this new novel by Caroline Adderson shows her at the top of her form. Ellen in Pieces is a deeply affecting story, an emotional mirror for all our lives.",Divorced women,315.0,en,http://books.google.de/books?id=Qv3zoAEACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=260&source=gbs_api,,
Academy Street,Mary Costello,Text Publishing,2014-08-27,"Academy Street is the heart-breaking and evocative story of one woman's life spanning six decades. Tess's childhood in 1940's rural Ireland is defined by the sudden death of her mother. Later, in New York, she encounters the ferocious power and calamity of love, and the effects of catastrophic fate. The novel resonates with the rhythms of memory and home as well as those of America's greatest city. This is an intimate story about unexpected gifts and unbearable losses, and the perpetual ache for belonging. It is exquisitely written and profoundly moving.",Fiction,193.0,en,http://books.google.de/books?id=Id0EBAAAQBAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=281&source=gbs_api,4.0,1.0
The Seventh Seal,Melvyn Bragg,Bloomsbury Publishing,2019-07-25,"A medieval allegory of faith and doubt, 'The Seventh Seal' contains the horrors of witch-burnings and plague, yet also features flashes of peace and joy. Each volume in the 'BFI Film Classics' series contains a personal commentary on the film, a brief production history and a detailed filmography.",Performing Arts,74.0,en,http://books.google.de/books?id=juXxDwAAQBAJ&printsec=frontcover&dq=literary+award+books&hl=&as_pt=BOOKS&cd=282&source=gbs_api,,
English Lessons and Other Stories,Shauna Singh Baldwin,Goose Lane Editions,2007,"Winner, CBC Canadian Literary Award and Friends of American Writers Award The new reader's guide edition of Shauna Singh Baldwin's literary debut features the fifteen stories from the original collection, an interview with the author, an original afterword, and her suggested reading list. When Shauna Singh Baldwin's debut collection was first published in 1996, it took readers by storm. Reviewers discovered a new voice; listeners tuned in to the stories on CBC Radio. Since then, Baldwin has written two award-winning novels and, in 2007, a second story collection, We Are Not in Pakistan. Dramatizing the lives of Indian women from 1919 to the present, from India to North America, Shauna Singh Baldwin travels from the intimate sphere of family to the wasteland of office and university.",Fiction,220.0,en,http://books.google.de/books?id=dUqZzaM9ZU8C&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=283&source=gbs_api,,
The Survivors,Jane Harper,INTERNATIONAL EDITION,2021,"Instant New York Times Bestseller ""I love Jane Harper's Australia-based mysteries....and The Survivors is the best yet. There are cave scenes that will freeze your blood."" --Stephen King ""As always, Harper skillfully evokes the landscape as she weaves a complicated, elegant web, full of long-buried secrets ready to come to light."" -The New York Times Book Review Kieran Elliott's life changed forever on the day a reckless mistake led to devastating consequences. The guilt that still haunts him resurfaces during a visit with his young family to the small coastal community he once called home. Kieran's parents are struggling in a town where fortunes are forged by the sea. Between them all is his absent brother, Finn. When a body is discovered on the beach, long-held secrets threaten to emerge. A sunken wreck, a missing girl, and questions that have never washed away...",Fiction,0.0,en,http://books.google.de/books?id=0GnMzQEACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=284&source=gbs_api,,
