title,authors,publisher,publishedDate,description,categories,pageCount,language,previewLink,averageRating,ratingsCount
Academy Award Winning Sisters,Charles River Editors,Createspace Independent Publishing Platform,2014-04-15,"*Includes pictures. *Includes both actresses' quotes about each other and their careers. *Includes a bibliography for further reading. ""Famous people feel that they must perpetually be on the crest of the wave, not realising that it is against all the rules of life. You can't be on top all the time, it isn't natural."" - Olivia de Havilland ""You know, I've had a helluva life. Not just the acting part. I've flown in an international balloon race. I've piloted my own plane. I've ridden to the hounds. I've done a lot of exciting things."" - Joan Fontaine Olivia de Havilland is one of the last few living actresses who worked during the Golden Era of Hollywood, but also one of the most decorated, winning dozens of awards over the course of a 50 year career. Among those, she most notably won the Academy Award for Best Actress for To Each His Own (1946) and The Heiress (1949), more than a decade after she got her start as an 18 year old in Hollywood. Ironically, de Havilland was in California in part because the young British girl who had been born in Tokyo stopped in the States for medical treatment. Of course, de Havilland isn't well remembered for any of those accolades or other movies but because she played Melanie Hamilton in Gone With the Wind (1939), perhaps the most famous movie in American history. Although she was a veteran actress at the time, de Havilland's career hadn't progressed much since she started, and rumor has it that she eventually got the role after her own sister, Joan Fontaine, was asked to audition for the part and recommended Olivia instead. Olivia was ultimately nominated for an Academy Award for Best Supporting Actress and became a household name in her adopted country overnight. Having been typecast in light romantic comedies before Gone With the Wind, that performance ensured de Havilland subsequently had a long, productive and versatile career making everything from Westerns and dramas. Of those movies, she is perhaps most closely associated with the enigmatic Errol Flynn, another foreign-born actor who was more notorious for his roles off the screen than on it. Before his untimely death, they appeared in several films together and became one of Hollywood's most popular on-screen couples. Although Fontaine and de Havilland would make history by becoming the only sisters to both win an Academy Award for Best Actress, that anecdote was just one of the various stories about the siblings that has shed light on their notoriously contentious and complicated relationship. As Fontaine once put it, ""I married first, won the Oscar before Olivia did, and if I die first, she'll undoubtedly be livid because I beat her to it!"" De Havilland herself once said, ""Joan is very bright and sharp and can be cutting."" Of course, one of the reasons people have remained interested in the sisters is that both of them had such long acting careers, and Fontaine became best remembered both for a career that spanned 60 years and several high profile marriages. With typical humor, Fontaine joked about the fact she had so many husbands, commenting in jest, ""If you keep marrying as I do, you learn everybody's hobby."" But that attention has only served to obscure her very serious professional career, which saw her won the Oscar for Best Actress for her role in Alfred Hitchcock's Suspicion (1941). She also earned a nomination for her performance in The Constant Nymph (1943), and in a television career that spanned several decades, she earned an Emmy nomination for her work on Ryan's Hope in 1980, nearly 40 years after winning the Academy Award for Suspicion. Fontaine even appeared on Broadway in a couple of productions that ran for several years. This book profiles the life and career of two of Hollywood's most prolific actresses. Along with pictures of important people, places, and events, you will learn about the sisters like never before.",Motion picture actors and actresses,0.0,en,http://books.google.de/books?id=3dj8oAEACAAJ&dq=awarded+books&hl=&as_pt=BOOKS&cd=293&source=gbs_api,,
The Academy Awards,Paul Michael,,1978,,Performing Arts,424.0,en,http://books.google.de/books?id=XP4pAAAAYAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=294&source=gbs_api,,
National Book Award,Source Wikipedia,Booksllc.Net,2013-09,"Please note that the content of this book primarily consists of articles available from Wikipedia or other free sources online. Pages: 42. Chapters: List of winners of the National Book Award, National Book Award for Fiction, National Book Award for Nonfiction, National Book Award for Poetry, National Book Award for Young People's Literature, National Book Foundation. Excerpt: The National Book Award for Nonfiction is one of four annual National Book Awards, which are given by the National Book Foundation to recognize outstanding literary work by U.S. citizens. They are awards ""by writers to writers."" The panelists are five ""writers who are known to be doing great work in their genre or field."" The original National Book Awards recognized the ""Most Distinguished"" biography and nonfiction books (two) of 1935 and 1936, and the ""Favorite"" nonfiction books of 1937 to 1940. The ""Bookseller Discovery"" and the ""Most Original Book"" sometimes recognized nonfiction. (See below.) The general ""Nonfiction"" award was one of three when the National Book Awards were re-established in 1950 for 1949 publications, which the National Book Foundation considers the origin of its current Awards series. From 1964 to 1983, under different administrators, there were multiple nonfiction categories. The current Nonfiction award recognizes one book written by a US citizen and published in the US from December 1 to November 30. The National Book Foundation accepts nominations from publishers until June 15, requires mailing nominated books to the panelists by August 1, and announces five finalists in October. The winner is announced on the day of the final ceremony in November. The award is $10,000 and a bronze sculpture; other finalists get $1000, a medal, and a citation written by the panel. The sculpture by Louise Nevelson dates from the 1980 awards. The $10,000 and $1000 cash prizes and autumn recognition for current-year publications date from 1984. About 200 books were nominated for...",,44.0,en,http://books.google.de/books?id=9ORCngEACAAJ&dq=awarded+books&hl=&as_pt=BOOKS&cd=295&source=gbs_api,,
Prizes awarded ...,,,1912,,,,en,http://books.google.de/books?id=tHNFnQAACAAJ&dq=awarded+books&hl=&as_pt=BOOKS&cd=296&source=gbs_api,,
"International Exhibition. 1862. Medals and Honourable Mentions Awarded by the International Juries ; with a List of Jurors, and the Report of the Council of Chairmen",,,1862,,,,en,http://books.google.de/books?id=dS-TQwAACAAJ&dq=awarded+books&hl=&as_pt=BOOKS&cd=297&source=gbs_api,,
Liang's Treasure,"Yeo-rim Yun, Joy Cowley",Big and SMALL,2014-10-23,China is a huge country. Languages and lifestyles vary from region to region. This is a touching story about two children brought up in different environments.,China,32.0,en,http://books.google.de/books?id=gkG1oAEACAAJ&dq=awarded+books&hl=&as_pt=BOOKS&cd=298&source=gbs_api,,
Sloppy Tiger on the Bus,Joy Cowley,,2010,"Poppy's tiger loves to ride on the bus, but pandemonium breaks out when he tries to eat a lady's hat. Includes notes for teachers. Suggested level: junior.",Buses,16.0,en,http://books.google.de/books?id=Wd6htwAACAAJ&dq=awarded+books&hl=&as_pt=BOOKS&cd=299&source=gbs_api,,
Dogs of the Deadlands,Anthony McGowan,Simon and Schuster,2022-09-01,"‘It broke my heart and then splinted it back together again... Magnificent.’ Hannah Gold, bestselling author of The Last Bear ‘A dog’s eye perspective that’s so vivid you can almost taste the earthworms.’ FT, YA Book of the Year ‘This visceral story of heartbreak and survival...has the memorable feel of a classic.’ Guardian, Best children’s and YA books of 2022 Chernobyl, 1986. Natasha’s world is coming to an end. Forced to evacuate her home in the middle of the night, she must leave her puppy behind and has no idea if she’ll ever return. Some time later, growing up in the shadow of the ruined nuclear power plant, pups Misha and Bratan have to learn how to live in the wild—and fast. Creatures with sharp teeth, claws, and yellow eyes lurk in the overgrown woods. And they’re watching the brothers’ every move… But will the dogs survive without humans? And can humans live without them?",Juvenile Fiction,343.0,en,http://books.google.de/books?id=n5s7EAAAQBAJ&printsec=frontcover&dq=awarded+books&hl=&as_pt=BOOKS&cd=300&source=gbs_api,,
Handbook of Research on Children's and Young Adult Literature,"Shelby Wolf, Karen Coats, Patricia Enciso, Christine Jenkins",Routledge,2011-04-27,"This multidisciplinary handbook pulls together in one volume the research on children's and young adult literature which is currently scattered across three intersecting disciplines: education, English, and library and information science.",Education,568.0,en,http://books.google.de/books?id=zS0vCgAAQBAJ&pg=PA471&dq=award-winning+books&hl=&as_pt=BOOKS&cd=1&source=gbs_api,,
Booktalking the Award Winners,Joni Richards Bodart,H. W. Wilson,1996,"Presents brief booktalks for over 450 books for young adults that won awards before 1992. Relies heavily on three annual lists: Best Books for Young Adults, Recommended Books for Reluctant Readers (Quick Picks), and School Library Journal's Best of the Year. Also includes a few titles which received the Delacorte Press Prize, the Margaret A. Edwards Award, the Golden Kite Award, the Hugo, the Coretta Scott King Award, the Nebula, the Edgar Allan Poe Award, or Voya's Best Science Fiction, Fantasy, and Horror Award.",Education,400.0,en,http://books.google.de/books?id=x0PhAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=2&source=gbs_api,,
Children's Literature Awards and Winners,,,1988,,Best books,696.0,en,http://books.google.de/books?id=JlPhAAAAMAAJ&pg=PA7&dq=award-winning+books&hl=&as_pt=BOOKS&cd=4&source=gbs_api,,
Hooked on the Caldecott Award Winners!,Marguerite Lewis,Addison Wesley,1997,Crossword puzzles based on Caldecott award winnners.,Education,114.0,en,http://books.google.de/books?id=XszZAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=5&source=gbs_api,,
The WINNERS! Handbook,Judy Freeman,Libraries Unlimited,2006-04-30,"Freeman has developed a comprehensive handbook with thoroughly annotated lists of the 2005's best childrens books, lesson plans, teachers guides, stories, songs, and Internet resources. It includes an index.",Language Arts & Disciplines,260.0,en,http://books.google.de/books?id=2_0lAQAAIAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=6&source=gbs_api,4.0,1.0
Winners Handbook,Judy Freeman,,2004,,Best books,254.0,en,http://books.google.de/books?id=bjFVAAAAYAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=7&source=gbs_api,,
"Awards, Honors & Prizes",,,2006,,Awards,1610.0,en,http://books.google.de/books?id=uzfXFXQ61HIC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=8&source=gbs_api,,
The CCBC this Season,,,1992,,,86.0,en,http://books.google.de/books?id=4UsTgKlmVZEC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=9&source=gbs_api,,
Hooked on the Newbery Award Winners!,Marguerite Lewis,Addison Wesley,1996-09,Crossword puzzles based on Newbery award winnners.,Education,148.0,en,http://books.google.de/books?id=GYRuNQYIIJ8C&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=10&source=gbs_api,,
Books in Print,,,1994,,American literature,2132.0,en,http://books.google.de/books?id=1ZwwAQAAIAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=11&source=gbs_api,,
"The New York Times Book Review Index, 1896-1970: Subject index",,,1973,,Books,1180.0,en,http://books.google.de/books?id=eeYcNHH_GP4C&pg=PA120&dq=award-winning+books&hl=&as_pt=BOOKS&cd=12&source=gbs_api,,
The Book Buyer's Guide,,,1967,,,2028.0,en,http://books.google.de/books?id=YPYeAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=13&source=gbs_api,,
The Kennel Club Calendar and Stud Book,,,1888,,Dogs,492.0,en,http://books.google.de/books?id=Czeyy3dpiCQC&pg=PR27&dq=award-winning+books&hl=&as_pt=BOOKS&cd=14&source=gbs_api,,
The Commonwealth,,,1962,,California,408.0,en,http://books.google.de/books?id=HekgAQAAMAAJ&pg=PA161&dq=award-winning+books&hl=&as_pt=BOOKS&cd=15&source=gbs_api,5.0,1.0
Bookbird,,,1978,,Children's literature,436.0,en,http://books.google.de/books?id=kgpAAQAAIAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=17&source=gbs_api,,
Book Collecting and Library Monthly,,,1971,,Bibliography,438.0,en,http://books.google.de/books?id=8dP_FMK7gqoC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=19&source=gbs_api,,
Top of the News,,,1974,,Children's libraries,898.0,en,http://books.google.de/books?id=sVnpAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=20&source=gbs_api,,
Teaching the Internet to Library Staff and Users,William D. Hollands,,1999,A practical guide for librarians wishing to establish or refine ongoing Internet training for staff members or patrons.,Computer network resources,232.0,en,http://books.google.de/books?id=jX_gAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=41&source=gbs_api,,
Children's Literature in the Elementary School,"Charlotte S. Huck, Susan Ingrid Hepler, Janet Hickman",Holt McDougal,1987,,Education,826.0,en,http://books.google.de/books?id=yTidAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=42&source=gbs_api,,
St. Nicholas,Mary Mapes Dodge,,1899,,Children's literature,548.0,en,http://books.google.de/books?id=56KDcLIG0BAC&pg=PA785&dq=award-winning+books&hl=&as_pt=BOOKS&cd=43&source=gbs_api,,
Reference and Subscription Books Reviews,American Library Association,,1979,,Reference,470.0,en,http://books.google.de/books?id=RF7pAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=44&source=gbs_api,,
Cassette Books,Library of Congress. National Library Service for the Blind and Physically Handicapped,,1995,,Talking books,904.0,en,http://books.google.de/books?id=UoQp78BOHGwC&pg=PA65&dq=award-winning+books&hl=&as_pt=BOOKS&cd=45&source=gbs_api,,
Book Production Industry,,,1971,,,442.0,en,http://books.google.de/books?id=YpsiAQAAIAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=46&source=gbs_api,,
Banned Books,Robert P. Doyle,,1998,,Literary Criticism,216.0,en,http://books.google.de/books?id=dRCqMGv2z6YC&pg=PA78&dq=award-winning+books&hl=&as_pt=BOOKS&cd=47&source=gbs_api,,
The New York Times Book Review,,,1971-04,,Books,686.0,en,http://books.google.de/books?id=iDkcAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=48&source=gbs_api,,
"American Reference Books Annual, 2002","Bohdan S. Wynar, Libraries Unlimited",Libraries Unlimited,2002-05,"This source of information on comtemporary American reference works is intended for the library and information community. It has nearly 1600 descriptive and evaluative entries, and reviews material from more than 300 publishers in nearly 500 subject areas. It should help the user keep abreast of reference publications in all fields, answer everyday questions and build up reference collections.",Language Arts & Disciplines,840.0,en,http://books.google.de/books?id=dkLhAAAAMAAJ&pg=PA481&dq=award-winning+books&hl=&as_pt=BOOKS&cd=49&source=gbs_api,,
"Reading Instruction, Diagnostic Teaching in the Classroom","Larry Allen Harris, Carl Bernard Smith",,1976,,Language Arts & Disciplines,522.0,en,http://books.google.de/books?id=j1gQAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=50&source=gbs_api,,
The School Librarian's Book of Lists,Jane E. Streiff,Addison Wesley,1992,"Resource guide for school librarians provides over 55 detailed lists of information sources, procedures, and guidelines.",Language Arts & Disciplines,250.0,en,http://books.google.de/books?id=zLPgAAAAMAAJ&pg=PA168&dq=award-winning+books&hl=&as_pt=BOOKS&cd=51&source=gbs_api,,
New York Times Saturday Book Review Supplement,,,1971,,Books,1336.0,en,http://books.google.de/books?id=1ZYPAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=52&source=gbs_api,,
Prospero,,,2003,,Education,68.0,en,http://books.google.de/books?id=ptecAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=53&source=gbs_api,,
New Mexico Library Bulletin,,,1953,,Libraries,508.0,en,http://books.google.de/books?id=WJwaAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=54&source=gbs_api,,
MultiCultural Review,,,2005,,Books,536.0,en,http://books.google.de/books?id=MRgRAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=55&source=gbs_api,,
"National Jewish Book Awards, 1949-1988",,,1988,,American literature,36.0,en,http://books.google.de/books?id=nr7jAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=56&source=gbs_api,,
Indian and Pakistan Year Book and Who's who,Sir Stanley Reed,,1967,"Issues for 1919-47 include Who's who in India; 1948, Who's who in India and Pakistan.",India,1162.0,en,http://books.google.de/books?id=ZEMjAQAAMAAJ&pg=PA222&dq=award-winning+books&hl=&as_pt=BOOKS&cd=57&source=gbs_api,,
The Literary News,Frederick Leypoldt,,1887,,American literature,426.0,en,http://books.google.de/books?id=M1bQAAAAMAAJ&pg=PA18&dq=award-winning+books&hl=&as_pt=BOOKS&cd=58&source=gbs_api,,
The Reading Teacher's Book of Lists,"Edward B. Fry, Jacqueline E. Kress, Dona Lee Fountoukidis",Jossey-Bass,2000-05-09,"Now in its fourth edition, The Reading Teacher?s Book of Lists has enjoyed huge word-of-mouth success. Teachers hear of it from other teachers or at workshops and wonder how they managed without it! This newly revised and updated version places at your fingertips over 190 of the most used and useful lists to help you develop instructional materials and plan lessons for elementary as well as secondary students. For quick access, the lists are organized into 15 sections, from ?Phonics,? ?Subject Words,? and ?Vocabulary? to ?Literature,? ?Comprehension,? and ?Abbreviations, Symbols, and Signs.? Each section brims with examples, key words, teaching ideas, and activities that you can use as is or easily adapt to meet your students? particular needs. You?ll find over 40 new lists including: ?Vowel Sounds,? ?Reading Math,? ?Multiple Intelligences and Reading,? and ?Comprehension Strategies.? Other lists have been expanded and updated including favorites such as ?Story Starters,? ?Prefixes and Suffixes,? and ?Common Word Idioms.? Teachers will enjoy the all-new sections ?The Internet? and ?Spelling? and the large, 8-1/4"" x 11"" spiral-bound format for easy photocopying. There?s no limit to the uses for these lists?from creating games to making up test questions. Whatever grade you teach, there are lists that will inspire your lessons?and your students.",Education,492.0,en,http://books.google.de/books?id=bI5LAAAAYAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=59&source=gbs_api,,
Brainard's Musical World,,,1872,,Music,390.0,en,http://books.google.de/books?id=apnGDZCHOPsC&pg=RA1-PA65&dq=award-winning+books&hl=&as_pt=BOOKS&cd=60&source=gbs_api,,
Schools that Work,"Richard L. Allington, Patricia Marr Cunningham",Pearson,2007,"Praised as the most accessible, readable and practical book on the market, Schools That Work combines renowned authors Dick Allington and Pat Cunningham's expertise as educators with continuing commitment to foster expert teaching in the classroom. Their dynamic analysis of systematic school reform encompasses virtually all areas of elementary school organization. With the goal of turning readers into educated, informed decision-makers, Allington and Cunningham provide a clear and concise introduction to theories of school reform and include an organizational framework to accomplish this goal.",Education,356.0,en,http://books.google.de/books?id=jHjuAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=81&source=gbs_api,,
Aero Digest,,,1943-07,,Aeronautics,1800.0,en,http://books.google.de/books?id=hmYfAQAAMAAJ&pg=PA140-IA213&dq=award-winning+books&hl=&as_pt=BOOKS&cd=82&source=gbs_api,,
Teaching Children to Read,Lillian Gray,,1963,,Education,484.0,en,http://books.google.de/books?id=K3SD4y_y2l0C&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=83&source=gbs_api,,
Communication in Action,Dorothy Grant Hennings,,1990,Numerous hands-on applications and authoritative coverage of teaching reading and writing across the curriculum.,Education,600.0,en,http://books.google.de/books?id=WYPWAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=84&source=gbs_api,,
The Encyclopedia Americana,,,1960,,Encyclopedias and dictionaries,990.0,en,http://books.google.de/books?id=Jmsht9ccs9MC&pg=PA575-IA6&dq=award-winning+books&hl=&as_pt=BOOKS&cd=85&source=gbs_api,,
Interracial Books for Children Bulletin,,,1988,,Children,78.0,en,http://books.google.de/books?id=J1bhAAAAMAAJ&pg=RA1-PA10&dq=award-winning+books&hl=&as_pt=BOOKS&cd=87&source=gbs_api,,
"Reference Books Bulletin, 1994-1995",Sandy Whiteley,,1996,"Arranged by broad subject and indexed by narrow subject, by format and by title, this annual publication offers an overview of the reference materials published during 1994.",Language Arts & Disciplines,176.0,en,http://books.google.de/books?id=HbFGST7JGKIC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=88&source=gbs_api,,
Britannica Book of the Year,,,2006,,Encyclopedias and dictionaries,910.0,en,http://books.google.de/books?id=grzR0yFZ5RcC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=89&source=gbs_api,,
Library Media Connection,,,1997,,Children,370.0,en,http://books.google.de/books?id=4zQPAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=90&source=gbs_api,,
The British Bookmaker,,,1893,,Bookbinding,372.0,en,http://books.google.de/books?id=N6A3AQAAMAAJ&pg=PA74&dq=award-winning+books&hl=&as_pt=BOOKS&cd=91&source=gbs_api,,
Reading and the Middle School Student,Judith L. Irvin,Allyn & Bacon,1998,"The last three decades have been a time of renewed interest in middle-level education. In fact, membership in the National Middle School Association has skyrocketed. Also, current research and theory in reading education have contributed to what educators know about the most exciting ways for improving literacy abilities. This is a new EDITION of the best-selling guide to middle-school literacy instruction and literacy programs. Numerous strategies are recommENDed for the instruction of vocabulary, comprehension, study skills, and using literature across the curriculum. This book is for prospective and practicing teachers, program specialists, and resource teachers concerned with improving the literacy abilities of mid-level learners. Parents will also find it helpful.",Education,292.0,en,http://books.google.de/books?id=tHPuAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=92&source=gbs_api,,
The Cumulative Book Index,,,1990,A world list of books in the English language.,American literature,2280.0,en,http://books.google.de/books?id=XD12C2qTnyYC&pg=PA4295&dq=award-winning+books&hl=&as_pt=BOOKS&cd=93&source=gbs_api,,
Black Writers,Linda Metzger,Gale Cengage,1989,"Biographical and bibliographical entries on some 400 black authors active in the 20th century. Some of the sketches are updated from Gale's Contemporary authors series; others were written especially for this volume. Covers not only contemporary American authors, but also earlier 20th century writers, social figures (e.g. Malcolm X, Desmond Tutu), and important African and Caribbean writers. In addition to the descriptive personal and career information, there are illuminating biographical/critical essays including comments, often by the authors themselves, on personal interests, aspirations, motivations, and thoughts on writing. Annotation copyrighted by Book News, Inc., Portland, OR",Biography & Autobiography,656.0,en,http://books.google.de/books?id=lKIRAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=94&source=gbs_api,,
The Book Review,,,2000,,Books,584.0,en,http://books.google.de/books?id=M3gsAAAAYAAJ&pg=RA2-SA2000-PA15&dq=award-winning+books&hl=&as_pt=BOOKS&cd=96&source=gbs_api,,
South Dakota Library Bulletin,,,1965,,Libraries,602.0,en,http://books.google.de/books?id=NCIwAQAAIAAJ&pg=PA11&dq=award-winning+books&hl=&as_pt=BOOKS&cd=97&source=gbs_api,,
s. award's school chronicle.,,,1881,,,230.0,en,http://books.google.de/books?id=twMIAAAAQAAJ&pg=PA22&dq=award-winning+books&hl=&as_pt=BOOKS&cd=98&source=gbs_api,,
Directions for Utah Libraries,,,1991,,Libraries,312.0,en,http://books.google.de/books?id=CoVLAQAAMAAJ&pg=RA15-PP5&dq=award-winning+books&hl=&as_pt=BOOKS&cd=99&source=gbs_api,,
The African Publishing Companion,Hans M. Zell,African Books Collective,2002,,Language Arts & Disciplines,270.0,en,http://books.google.de/books?id=kY8VAQAAIAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=100&source=gbs_api,,
Reference & User Services Quarterly,,,1997,,Library science,898.0,en,http://books.google.de/books?id=qUNVAAAAYAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=121&source=gbs_api,,
Bookseller and the Stationery Trades' Journal,,,1975,,Bibliography,1116.0,en,http://books.google.de/books?id=acsqAQAAIAAJ&pg=PA2004&dq=award-winning+books&hl=&as_pt=BOOKS&cd=123&source=gbs_api,,
Book Design and Production,"Kenneth Day, James Moran",,1963,,Book design,310.0,en,http://books.google.de/books?id=K4OX7XUelM0C&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=124&source=gbs_api,,
The Helicon Nine Reader,Gloria Vando Hickok,,1990,,Architecture,520.0,en,http://books.google.de/books?id=MJMrAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=125&source=gbs_api,,
Modern Railroads,,,1949,,Railroads,1344.0,en,http://books.google.de/books?id=mGBCAQAAIAAJ&pg=RA2-PA104&dq=award-winning+books&hl=&as_pt=BOOKS&cd=126&source=gbs_api,,
APLA Bulletin,Atlantic Provinces Library Association,,1976,,Libraries,274.0,en,http://books.google.de/books?id=ZiUYAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=127&source=gbs_api,,
A Descriptive Analysis of the Illustrations in Selected Showcase Books and a Study of Young Children's Responses to a Sampling of These Books Selected by Adults,Joanne Beverly Hummel,,1977,,Illustrated children's books,376.0,en,http://books.google.de/books?id=gnLKZJYGBvEC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=128&source=gbs_api,,
Voices and Reflections,"Harcourt School Publishers Staff, Roger C. Farr",,1995,,Language Arts & Disciplines,726.0,en,http://books.google.de/books?id=JmcQj1gemuoC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=130&source=gbs_api,,
Journal of Youth Services in Libraries,,,1991,,Children's libraries,942.0,en,http://books.google.de/books?id=rYNYAAAAYAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=131&source=gbs_api,,
"Children's Writer's and Illustrator's Market, 1989",Connie Eidenier,Writer's Digest Books,1989,Combines two key aspects of children's publishing--writing and illustrating--in a single volume of book-publishing and magazine markets and offers advice from professionals on the subject.,Language Arts & Disciplines,196.0,en,http://books.google.de/books?id=WoYjAQAAIAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=132&source=gbs_api,,
Early Literacy Instruction,"Elfrieda H. Hiebert, Taffy Raphael",Cengage Learning,1998,"Early literacy instruction is one of the most fundamental goals of schooling, and one that sets the stage for students' lifelong learning and success. The text encompasses standards for early literacy instruction, instructional strategies, alternative assessment procedures, strategies for making program connections, and ways to integrate children's home literacy into the classroom. Each chapter opens with vignettes to emphasize key points in the text, and offers instruction on how teachers can create classrooms that immerse children in theoretically-sound, meaningful literacy though events, lessons, and activities. This engaging, user-friendly book makes the ideas on theory and practice readily accessible to those interested in helping young children learn to read.",Business & Economics,328.0,en,http://books.google.de/books?id=_4KcAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=133&source=gbs_api,,
"Fiction, Folklore, Fantasy & Poetry for Children, 1876-1985: Titles, awards",,,1986,,Children's stories,1174.0,en,http://books.google.de/books?id=SaoPAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=134&source=gbs_api,,
New Serial Titles,,,1992,,Periodicals,1766.0,en,http://books.google.de/books?id=kqjkGZvL1FoC&pg=PA311&dq=award-winning+books&hl=&as_pt=BOOKS&cd=135&source=gbs_api,,
The Publishers' Trade List Annual,,,1989,,American literature,1022.0,en,http://books.google.de/books?id=40QuAQAAIAAJ&pg=RA4-PA7&dq=award-winning+books&hl=&as_pt=BOOKS&cd=136&source=gbs_api,,
The Writer,"William Henry Hills, Robert Luce",,1984,The oldest magazine for literary workers.,Authorship,638.0,en,http://books.google.de/books?id=T_QKAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=137&source=gbs_api,,
Dwight's Journal of Music,,,1875,,Music,862.0,en,http://books.google.de/books?id=XmgPAAAAYAAJ&pg=PA240-IA4&dq=award-winning+books&hl=&as_pt=BOOKS&cd=138&source=gbs_api,,
The Law Times Reports,,,1891,,"Law reports, digests, etc",964.0,en,http://books.google.de/books?id=ei8yAAAAIAAJ&pg=PA573&dq=award-winning+books&hl=&as_pt=BOOKS&cd=139&source=gbs_api,,
"The Law Times Reports of Cases Decided in the House of Lords, the Privy Council, the Court of Appeal ... [new Series].",,,1891,,"Law reports, digests, etc",964.0,en,http://books.google.de/books?id=nhZHAQAAMAAJ&pg=PA573&dq=award-winning+books&hl=&as_pt=BOOKS&cd=140&source=gbs_api,,
AIGA Membership Directory,American Institute of Graphic Arts,,1925,,,236.0,en,http://books.google.de/books?id=ZjRQAAAAMAAJ&pg=PP9&dq=award-winning+books&hl=&as_pt=BOOKS&cd=161&source=gbs_api,,
New Mexico Magazine,,,1963,,Indians of North America,472.0,en,http://books.google.de/books?id=-1MWAAAAYAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=162&source=gbs_api,,
The Publishers' Circular and Booksellers' Record of British and Foreign Literature,,,1893,,Bibliography,724.0,en,http://books.google.de/books?id=e8WwCkSg9HMC&pg=PA516&dq=award-winning+books&hl=&as_pt=BOOKS&cd=163&source=gbs_api,,
